model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,9375,9375,2.578125,2.578125,0.0,-19.546875,-19.546875,0.0,2.0
qwen3-4b,0,desc,desc,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,38,38,12.125,12.125,0.0,-10.0,-10.0,0.0,2.0
qwen3-4b,0,desc,desc,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,646,646,7.3125,7.3125,0.0,-14.8125,-14.8125,0.0,2.0
qwen3-4b,0,desc,desc,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,5693,5693,3.4375,3.4375,0.0,-18.6875,-18.6875,0.0,2.0
qwen3-4b,0,desc,desc,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,22.125,22.125,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,6833,6833,3.140625,3.140625,0.0,-18.984375,-18.984375,0.0,2.0
qwen3-4b,0,desc,desc,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,1765,1765,5.5,5.5,0.0,-16.625,-16.625,0.0,2.0
qwen3-4b,0,desc,val,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,9375,4959,2.578125,7.53125,4.953125,-19.546875,-7.03125,12.515625,2.0
qwen3-4b,0,desc,val,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,38,4,12.125,13.9375,1.8125,-10.0,-0.625,9.375,2.0
qwen3-4b,0,desc,val,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,646,92,7.3125,11.1875,3.875,-14.8125,-3.375,11.4375,2.0
qwen3-4b,0,desc,val,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,5693,1677,3.4375,8.625,5.1875,-18.6875,-5.9375,12.75,2.0
qwen3-4b,0,desc,val,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,22.125,14.5625,-7.5625,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,6833,53269,3.140625,4.28125,1.140625,-18.984375,-10.28125,8.703125,2.0
qwen3-4b,0,desc,val,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,1765,1863,5.5,8.5625,3.0625,-16.625,-6.0,10.625,2.0
qwen3-4b,0,desc,freq,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,9375,3,2.578125,13.375,10.796875,-19.546875,-2.875,16.671875,2.0
qwen3-4b,0,desc,freq,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,38,34,12.125,10.4375,-1.6875,-10.0,-5.8125,4.1875,2.0
qwen3-4b,0,desc,freq,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,646,119,7.3125,8.8125,1.5,-14.8125,-7.4375,7.375,2.0
qwen3-4b,0,desc,freq,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,5693,474,3.4375,7.125,3.6875,-18.6875,-9.125,9.5625,2.0
qwen3-4b,0,desc,freq,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,22.125,16.25,-5.875,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,6833,7906,3.140625,2.921875,-0.21875,-18.984375,-13.328125,5.65625,2.0
qwen3-4b,0,desc,freq,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,1765,4044,5.5,4.03125,-1.46875,-16.625,-12.21875,4.40625,2.0
qwen3-4b,0,val,desc,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,9375,5797,2.578125,0.765625,-1.8125,-19.546875,-16.109375,3.4375,2.0
qwen3-4b,0,val,desc,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,38,345,12.125,5.28125,-6.84375,-10.0,-11.59375,-1.59375,2.0
qwen3-4b,0,val,desc,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,646,1423,7.3125,2.984375,-4.328125,-14.8125,-13.890625,0.921875,2.0
qwen3-4b,0,val,desc,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,5693,12314,3.4375,-0.486328125,-3.923828125,-18.6875,-17.361328125,1.326171875,2.0
qwen3-4b,0,val,desc,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,22.125,16.875,-5.25,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,6833,10400,3.140625,-0.203125,-3.34375,-18.984375,-17.078125,1.90625,2.0
qwen3-4b,0,val,desc,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,1765,8445,5.5,0.1357421875,-5.3642578125,-16.625,-16.7392578125,-0.1142578125,2.0
qwen3-4b,0,val,val,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,9375,4468,2.578125,1.1640625,-1.4140625,-19.546875,-15.4609375,4.0859375,2.0
qwen3-4b,0,val,val,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,38,379,12.125,5.09375,-7.03125,-10.0,-11.53125,-1.53125,2.0
qwen3-4b,0,val,val,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,646,1289,7.3125,3.125,-4.1875,-14.8125,-13.5,1.3125,2.0
qwen3-4b,0,val,val,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,5693,12741,3.4375,-0.5546875,-3.9921875,-18.6875,-17.1796875,1.5078125,2.0
qwen3-4b,0,val,val,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,22.125,16.625,-5.5,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,6833,8719,3.140625,0.07958984375,-3.06103515625,-18.984375,-16.54541015625,2.43896484375,2.0
qwen3-4b,0,val,val,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,1765,7889,5.5,0.2490234375,-5.2509765625,-16.625,-16.3759765625,0.2490234375,2.0
qwen3-4b,0,val,freq,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,9375,5,2.578125,10.625,8.046875,-19.546875,-2.9375,16.609375,2.0
qwen3-4b,0,val,freq,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,38,158,12.125,5.40625,-6.71875,-10.0,-8.15625,1.84375,2.0
qwen3-4b,0,val,freq,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,646,161,7.3125,5.375,-1.9375,-14.8125,-8.1875,6.625,2.0
qwen3-4b,0,val,freq,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,5693,1248,3.4375,2.75,-0.6875,-18.6875,-10.8125,7.875,2.0
qwen3-4b,0,val,freq,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,22.125,13.5625,-8.5625,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,6833,3357,3.140625,1.3125,-1.828125,-18.984375,-12.25,6.734375,2.0
qwen3-4b,0,val,freq,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,1765,13006,5.5,-0.7734375,-6.2734375,-16.625,-14.3359375,2.2890625,2.0
qwen3-4b,0,freq,desc,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,9375,9375,2.578125,2.578125,0.0,-19.546875,-19.546875,0.0,2.0
qwen3-4b,0,freq,desc,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,38,38,12.125,12.125,0.0,-10.0,-10.0,0.0,2.0
qwen3-4b,0,freq,desc,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,646,646,7.3125,7.3125,0.0,-14.8125,-14.8125,0.0,2.0
qwen3-4b,0,freq,desc,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,5693,5693,3.4375,3.4375,0.0,-18.6875,-18.6875,0.0,2.0
