model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,fr,es,de,de,schlecht,bueno,"Le contraire de ""bueno"" est """,malo,0,0,258,258,9.5625,9.5625,0.0,-11.0625,-11.0625,0.0,2.0
gemma-2-2b,0,desc,desc,fr,es,de,en,bad,bueno,"Le contraire de ""bueno"" est """,malo,0,0,9,9,14.875,14.875,0.0,-5.75,-5.75,0.0,2.0
gemma-2-2b,0,desc,desc,fr,es,de,es,malo,bueno,"Le contraire de ""bueno"" est """,malo,0,0,0,0,20.625,20.625,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,fr,es,de,fr,mauvais,bueno,"Le contraire de ""bueno"" est """,malo,0,0,52,52,12.1875,12.1875,0.0,-8.4375,-8.4375,0.0,2.0
gemma-2-2b,0,desc,desc,fr,es,de,ja,悪い,bueno,"Le contraire de ""bueno"" est """,malo,0,0,18510,18510,1.1171875,1.1171875,0.0,-19.5078125,-19.5078125,0.0,2.0
gemma-2-2b,0,desc,desc,fr,es,de,ko,나쁜,bueno,"Le contraire de ""bueno"" est """,malo,0,0,12412,12412,1.9609375,1.9609375,0.0,-18.6640625,-18.6640625,0.0,2.0
gemma-2-2b,0,desc,desc,fr,es,de,zh,坏,bueno,"Le contraire de ""bueno"" est """,malo,0,0,1362,1362,6.4375,6.4375,0.0,-14.1875,-14.1875,0.0,2.0
gemma-2-2b,0,desc,val,fr,es,de,de,schlecht,bueno,"Le contraire de ""bueno"" est """,malo,0,0,258,471,9.5625,4.46875,-5.09375,-11.0625,-13.03125,-1.96875,2.0
gemma-2-2b,0,desc,val,fr,es,de,en,bad,bueno,"Le contraire de ""bueno"" est """,malo,0,0,9,5,14.875,12.1875,-2.6875,-5.75,-5.3125,0.4375,2.0
gemma-2-2b,0,desc,val,fr,es,de,es,malo,bueno,"Le contraire de ""bueno"" est """,malo,0,0,0,0,20.625,17.5,-3.125,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,fr,es,de,fr,mauvais,bueno,"Le contraire de ""bueno"" est """,malo,0,0,52,27,12.1875,8.875,-3.3125,-8.4375,-8.625,-0.1875,2.0
gemma-2-2b,0,desc,val,fr,es,de,ja,悪い,bueno,"Le contraire de ""bueno"" est """,malo,0,0,18510,14282,1.1171875,-1.4921875,-2.609375,-19.5078125,-18.9921875,0.515625,2.0
gemma-2-2b,0,desc,val,fr,es,de,ko,나쁜,bueno,"Le contraire de ""bueno"" est """,malo,0,0,12412,10833,1.9609375,-0.9609375,-2.921875,-18.6640625,-18.4609375,0.203125,2.0
gemma-2-2b,0,desc,val,fr,es,de,zh,坏,bueno,"Le contraire de ""bueno"" est """,malo,0,0,1362,1006,6.4375,3.21875,-3.21875,-14.1875,-14.28125,-0.09375,2.0
