model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,en,de,de,de,schlecht,gut,"The opposite of ""gut"" is """,schlecht,1477,1477,1477,1477,16.625,16.625,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,en,de,de,en,bad,gut,"The opposite of ""gut"" is """,schlecht,1477,1477,40,40,21.375,21.375,0.0,4.75,4.75,0.0,2.0
gemma-2-2b,0,desc,desc,en,de,de,es,malo,gut,"The opposite of ""gut"" is """,schlecht,1477,1477,17299,17299,10.1875,10.1875,0.0,-6.4375,-6.4375,0.0,2.0
gemma-2-2b,0,desc,desc,en,de,de,fr,mauvais,gut,"The opposite of ""gut"" is """,schlecht,1477,1477,3056,3056,15.25,15.25,0.0,-1.375,-1.375,0.0,2.0
gemma-2-2b,0,desc,desc,en,de,de,ja,悪い,gut,"The opposite of ""gut"" is """,schlecht,1477,1477,78797,78797,5.21875,5.21875,0.0,-11.40625,-11.40625,0.0,2.0
gemma-2-2b,0,desc,desc,en,de,de,ko,나쁜,gut,"The opposite of ""gut"" is """,schlecht,1477,1477,63874,63874,6.0,6.0,0.0,-10.625,-10.625,0.0,2.0
gemma-2-2b,0,desc,desc,en,de,de,zh,坏,gut,"The opposite of ""gut"" is """,schlecht,1477,1477,57176,57176,6.40625,6.40625,0.0,-10.21875,-10.21875,0.0,2.0
gemma-2-2b,0,desc,val,en,de,de,de,schlecht,gut,"The opposite of ""gut"" is """,schlecht,1477,2290,1477,2290,16.625,10.875,-5.75,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,en,de,de,en,bad,gut,"The opposite of ""gut"" is """,schlecht,1477,2290,40,14,21.375,18.0,-3.375,4.75,7.125,2.375,2.0
gemma-2-2b,0,desc,val,en,de,de,es,malo,gut,"The opposite of ""gut"" is """,schlecht,1477,2290,17299,17397,10.1875,5.71875,-4.46875,-6.4375,-5.15625,1.28125,2.0
gemma-2-2b,0,desc,val,en,de,de,fr,mauvais,gut,"The opposite of ""gut"" is """,schlecht,1477,2290,3056,2515,15.25,10.75,-4.5,-1.375,-0.125,1.25,2.0
gemma-2-2b,0,desc,val,en,de,de,ja,悪い,gut,"The opposite of ""gut"" is """,schlecht,1477,2290,78797,54766,5.21875,2.21875,-3.0,-11.40625,-8.65625,2.75,2.0
gemma-2-2b,0,desc,val,en,de,de,ko,나쁜,gut,"The opposite of ""gut"" is """,schlecht,1477,2290,63874,55509,6.0,2.1875,-3.8125,-10.625,-8.6875,1.9375,2.0
gemma-2-2b,0,desc,val,en,de,de,zh,坏,gut,"The opposite of ""gut"" is """,schlecht,1477,2290,57176,50644,6.40625,2.484375,-3.921875,-10.21875,-8.390625,1.828125,2.0
gemma-2-2b,0,desc,freq,en,de,de,de,schlecht,gut,"The opposite of ""gut"" is """,schlecht,1477,541,1477,541,16.625,13.9375,-2.6875,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,en,de,de,en,bad,gut,"The opposite of ""gut"" is """,schlecht,1477,541,40,4,21.375,19.125,-2.25,4.75,5.1875,0.4375,2.0
gemma-2-2b,0,desc,freq,en,de,de,es,malo,gut,"The opposite of ""gut"" is """,schlecht,1477,541,17299,20880,10.1875,7.46875,-2.71875,-6.4375,-6.46875,-0.03125,2.0
gemma-2-2b,0,desc,freq,en,de,de,fr,mauvais,gut,"The opposite of ""gut"" is """,schlecht,1477,541,3056,383,15.25,14.4375,-0.8125,-1.375,0.5,1.875,2.0
gemma-2-2b,0,desc,freq,en,de,de,ja,悪い,gut,"The opposite of ""gut"" is """,schlecht,1477,541,78797,53372,5.21875,4.75,-0.46875,-11.40625,-9.1875,2.21875,2.0
gemma-2-2b,0,desc,freq,en,de,de,ko,나쁜,gut,"The opposite of ""gut"" is """,schlecht,1477,541,63874,45832,6.0,5.25,-0.75,-10.625,-8.6875,1.9375,2.0
gemma-2-2b,0,desc,freq,en,de,de,zh,坏,gut,"The opposite of ""gut"" is """,schlecht,1477,541,57176,31231,6.40625,6.40625,0.0,-10.21875,-7.53125,2.6875,2.0
