model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9081,9081,2.75,2.75,0.0,-19.0,-19.0,0.0,2.0
qwen3-4b,0,desc,desc,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,28,12.5625,12.5625,0.0,-9.1875,-9.1875,0.0,2.0
qwen3-4b,0,desc,desc,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,31,31,12.3125,12.3125,0.0,-9.4375,-9.4375,0.0,2.0
qwen3-4b,0,desc,desc,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1153,1153,6.28125,6.28125,0.0,-15.46875,-15.46875,0.0,2.0
qwen3-4b,0,desc,desc,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,21.75,21.75,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,3083,3083,4.625,4.625,0.0,-17.125,-17.125,0.0,2.0
qwen3-4b,0,desc,desc,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,370,370,8.1875,8.1875,0.0,-13.5625,-13.5625,0.0,2.0
qwen3-4b,0,desc,val,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9081,5889,2.75,7.46875,4.71875,-19.0,-7.59375,11.40625,2.0
qwen3-4b,0,desc,val,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,4,12.5625,13.9375,1.375,-9.1875,-1.125,8.0625,2.0
qwen3-4b,0,desc,val,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,31,52,12.3125,11.8125,-0.5,-9.4375,-3.25,6.1875,2.0
qwen3-4b,0,desc,val,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1153,965,6.28125,9.25,2.96875,-15.46875,-5.8125,9.65625,2.0
qwen3-4b,0,desc,val,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,21.75,15.0625,-6.6875,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,3083,43893,4.625,4.59375,-0.03125,-17.125,-10.46875,6.65625,2.0
qwen3-4b,0,desc,val,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,370,762,8.1875,9.5,1.3125,-13.5625,-5.5625,8.0,2.0
qwen3-4b,0,desc,freq,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9081,2,2.75,13.625,10.875,-19.0,-2.3125,16.6875,2.0
qwen3-4b,0,desc,freq,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,51,12.5625,9.8125,-2.75,-9.1875,-6.125,3.0625,2.0
qwen3-4b,0,desc,freq,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,31,70,12.3125,9.375,-2.9375,-9.4375,-6.5625,2.875,2.0
qwen3-4b,0,desc,freq,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1153,481,6.28125,6.90625,0.625,-15.46875,-9.03125,6.4375,2.0
qwen3-4b,0,desc,freq,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,21.75,15.9375,-5.8125,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,3083,5648,4.625,3.390625,-1.234375,-17.125,-12.546875,4.578125,2.0
qwen3-4b,0,desc,freq,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,370,2027,8.1875,5.0,-3.1875,-13.5625,-10.9375,2.625,2.0
qwen3-4b,0,val,desc,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9081,5377,2.75,0.796875,-1.953125,-19.0,-15.703125,3.296875,2.0
qwen3-4b,0,val,desc,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,143,12.5625,6.34375,-6.21875,-9.1875,-10.15625,-0.96875,2.0
qwen3-4b,0,val,desc,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,31,40,12.3125,8.1875,-4.125,-9.4375,-8.3125,1.125,2.0
qwen3-4b,0,val,desc,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1153,2916,6.28125,1.75,-4.53125,-15.46875,-14.75,0.71875,2.0
qwen3-4b,0,val,desc,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,21.75,16.5,-5.25,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,3083,5423,4.625,0.78515625,-3.83984375,-17.125,-15.71484375,1.41015625,2.0
qwen3-4b,0,val,desc,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,370,1811,8.1875,2.515625,-5.671875,-13.5625,-13.984375,-0.421875,2.0
qwen3-4b,0,val,val,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9081,4371,2.75,1.09375,-1.65625,-19.0,-15.40625,3.59375,2.0
qwen3-4b,0,val,val,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,139,12.5625,6.34375,-6.21875,-9.1875,-10.15625,-0.96875,2.0
qwen3-4b,0,val,val,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,31,42,12.3125,7.9375,-4.375,-9.4375,-8.5625,0.875,2.0
qwen3-4b,0,val,val,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1153,3510,6.28125,1.4296875,-4.8515625,-15.46875,-15.0703125,0.3984375,2.0
qwen3-4b,0,val,val,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,21.75,16.5,-5.25,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,3083,4969,4.625,0.8984375,-3.7265625,-17.125,-15.6015625,1.5234375,2.0
qwen3-4b,0,val,val,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,370,1572,8.1875,2.671875,-5.515625,-13.5625,-13.828125,-0.265625,2.0
qwen3-4b,0,val,freq,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9081,2,2.75,11.0625,8.3125,-19.0,-2.8125,16.1875,2.0
qwen3-4b,0,val,freq,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,138,12.5625,5.59375,-6.96875,-9.1875,-8.28125,0.90625,2.0
qwen3-4b,0,val,freq,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,31,84,12.3125,6.1875,-6.125,-9.4375,-7.6875,1.75,2.0
qwen3-4b,0,val,freq,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1153,1121,6.28125,2.84375,-3.4375,-15.46875,-11.03125,4.4375,2.0
qwen3-4b,0,val,freq,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,21.75,13.875,-7.875,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,3083,2272,4.625,1.8515625,-2.7734375,-17.125,-12.0234375,5.1015625,2.0
qwen3-4b,0,val,freq,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,370,6426,8.1875,0.28515625,-7.90234375,-13.5625,-13.58984375,-0.02734375,2.0
qwen3-4b,0,freq,desc,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9081,9081,2.75,2.75,0.0,-19.0,-19.0,0.0,2.0
qwen3-4b,0,freq,desc,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,28,12.5625,12.5625,0.0,-9.1875,-9.1875,0.0,2.0
