model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
qwen3-4b,50,desc,desc,ja,fr,jeune,「jeune」の反対は「,vieux,0,0,18.5,17.875,-0.625
qwen3-4b,50,desc,val,ja,fr,jeune,「jeune」の反対は「,vieux,0,1,18.5,18.5,0.0
qwen3-4b,50,desc,freq,ja,fr,jeune,「jeune」の反対は「,vieux,0,0,18.5,18.875,0.375
qwen3-4b,50,val,desc,ja,fr,jeune,「jeune」の反対は「,vieux,0,0,18.5,17.125,-1.375
qwen3-4b,50,val,val,ja,fr,jeune,「jeune」の反対は「,vieux,0,0,18.5,17.125,-1.375
qwen3-4b,50,val,freq,ja,fr,jeune,「jeune」の反対は「,vieux,0,0,18.5,18.625,0.125
qwen3-4b,50,freq,desc,ja,fr,jeune,「jeune」の反対は「,vieux,0,1,18.5,16.375,-2.125
qwen3-4b,50,freq,val,ja,fr,jeune,「jeune」の反対は「,vieux,0,1,18.5,17.0,-1.5
qwen3-4b,50,freq,freq,ja,fr,jeune,「jeune」の反対は「,vieux,0,1,18.5,16.375,-2.125
qwen3-4b,51,desc,desc,ja,fr,gentil,「gentil」の反対は「,méchant,464,1743,8.25,6.25,-2.0
qwen3-4b,51,desc,val,ja,fr,gentil,「gentil」の反対は「,méchant,464,1145,8.25,7.5,-0.75
qwen3-4b,51,desc,freq,ja,fr,gentil,「gentil」の反対は「,méchant,464,472,8.25,7.65625,-0.59375
qwen3-4b,51,val,desc,ja,fr,gentil,「gentil」の反対は「,méchant,464,1831,8.25,3.546875,-4.703125
qwen3-4b,51,val,val,ja,fr,gentil,「gentil」の反対は「,méchant,464,4266,8.25,2.21875,-6.03125
qwen3-4b,51,val,freq,ja,fr,gentil,「gentil」の反対は「,méchant,464,632,8.25,5.125,-3.125
qwen3-4b,51,freq,desc,ja,fr,gentil,「gentil」の反対は「,méchant,464,2043,8.25,5.90625,-2.34375
qwen3-4b,51,freq,val,ja,fr,gentil,「gentil」の反対は「,méchant,464,1622,8.25,6.84375,-1.40625
qwen3-4b,51,freq,freq,ja,fr,gentil,「gentil」の反対は「,méchant,464,2490,8.25,5.65625,-2.59375
qwen3-4b,52,desc,desc,ja,fr,courageux,「courageux」の反対は「,lâche,15,340,12.9375,9.0,-3.9375
qwen3-4b,52,desc,val,ja,fr,courageux,「courageux」の反対は「,lâche,15,675,12.9375,8.375,-4.5625
qwen3-4b,52,desc,freq,ja,fr,courageux,「courageux」の反対は「,lâche,15,233,12.9375,9.25,-3.6875
qwen3-4b,52,val,desc,ja,fr,courageux,「courageux」の反対は「,lâche,15,564,12.9375,5.21875,-7.71875
qwen3-4b,52,val,val,ja,fr,courageux,「courageux」の反対は「,lâche,15,823,12.9375,4.84375,-8.09375
qwen3-4b,52,val,freq,ja,fr,courageux,「courageux」の反対は「,lâche,15,264,12.9375,6.625,-6.3125
qwen3-4b,52,freq,desc,ja,fr,courageux,「courageux」の反対は「,lâche,15,706,12.9375,7.75,-5.1875
qwen3-4b,52,freq,val,ja,fr,courageux,「courageux」の反対は「,lâche,15,961,12.9375,7.8125,-5.125
qwen3-4b,52,freq,freq,ja,fr,courageux,「courageux」の反対は「,lâche,15,797,12.9375,7.59375,-5.34375
qwen3-4b,53,desc,desc,ja,fr,sage,「sage」の反対は「,stupide,57,56,10.25,10.25,0.0
qwen3-4b,53,desc,val,ja,fr,sage,「sage」の反対は「,stupide,57,48,10.25,11.5625,1.3125
qwen3-4b,53,desc,freq,ja,fr,sage,「sage」の反対は「,stupide,57,37,10.25,9.5,-0.75
qwen3-4b,53,val,desc,ja,fr,sage,「sage」の反対は「,stupide,57,126,10.25,6.71875,-3.53125
qwen3-4b,53,val,val,ja,fr,sage,「sage」の反対は「,stupide,57,178,10.25,6.71875,-3.53125
qwen3-4b,53,val,freq,ja,fr,sage,「sage」の反対は「,stupide,57,56,10.25,6.78125,-3.46875
qwen3-4b,53,freq,desc,ja,fr,sage,「sage」の反対は「,stupide,57,58,10.25,10.1875,-0.0625
qwen3-4b,53,freq,val,ja,fr,sage,「sage」の反対は「,stupide,57,38,10.25,11.875,1.625
qwen3-4b,53,freq,freq,ja,fr,sage,「sage」の反対は「,stupide,57,56,10.25,10.25,0.0
qwen3-4b,54,desc,desc,ja,fr,poli,「poli」の反対は「,impoli,1793,1796,5.46875,5.46875,0.0
qwen3-4b,54,desc,val,ja,fr,poli,「poli」の反対は「,impoli,1793,1249,5.46875,7.78125,2.3125
qwen3-4b,54,desc,freq,ja,fr,poli,「poli」の反対は「,impoli,1793,923,5.46875,6.0,0.53125
qwen3-4b,54,val,desc,ja,fr,poli,「poli」の反対は「,impoli,1793,8652,5.46875,1.6328125,-3.8359375
qwen3-4b,54,val,val,ja,fr,poli,「poli」の反対は「,impoli,1793,9476,5.46875,1.4921875,-3.9765625
qwen3-4b,54,val,freq,ja,fr,poli,「poli」の反対は「,impoli,1793,3819,5.46875,2.671875,-2.796875
qwen3-4b,54,freq,desc,ja,fr,poli,「poli」の反対は「,impoli,1793,1854,5.46875,5.40625,-0.0625
qwen3-4b,54,freq,val,ja,fr,poli,「poli」の反対は「,impoli,1793,1357,5.46875,7.59375,2.125
qwen3-4b,54,freq,freq,ja,fr,poli,「poli」の反対は「,impoli,1793,1796,5.46875,5.46875,0.0
qwen3-4b,55,desc,desc,ja,fr,patient,「patient」の反対は「,impatient,138,136,9.3125,9.3125,0.0
qwen3-4b,55,desc,val,ja,fr,patient,「patient」の反対は「,impatient,138,128,9.3125,10.625,1.3125
qwen3-4b,55,desc,freq,ja,fr,patient,「patient」の反対は「,impatient,138,254,9.3125,8.125,-1.1875
qwen3-4b,55,val,desc,ja,fr,patient,「patient」の反対は「,impatient,138,448,9.3125,5.625,-3.6875
qwen3-4b,55,val,val,ja,fr,patient,「patient」の反対は「,impatient,138,416,9.3125,5.6875,-3.625
qwen3-4b,55,val,freq,ja,fr,patient,「patient」の反対は「,impatient,138,404,9.3125,5.8125,-3.5
qwen3-4b,55,freq,desc,ja,fr,patient,「patient」の反対は「,impatient,138,141,9.3125,9.25,-0.0625
qwen3-4b,55,freq,val,ja,fr,patient,「patient」の反対は「,impatient,138,120,9.3125,10.6875,1.375
qwen3-4b,55,freq,freq,ja,fr,patient,「patient」の反対は「,impatient,138,135,9.3125,9.3125,0.0
qwen3-4b,56,desc,desc,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,30,12.8125,12.25,-0.5625
qwen3-4b,56,desc,val,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,43,12.8125,11.9375,-0.875
qwen3-4b,56,desc,freq,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,17,12.8125,12.625,-0.1875
qwen3-4b,56,val,desc,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,9,12.8125,10.4375,-2.375
qwen3-4b,56,val,val,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,27,12.8125,9.8125,-3.0
qwen3-4b,56,val,freq,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,8,12.8125,11.125,-1.6875
qwen3-4b,56,freq,desc,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,29,12.8125,12.375,-0.4375
qwen3-4b,56,freq,val,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,53,12.8125,11.375,-1.4375
qwen3-4b,56,freq,freq,ja,fr,honnête,「honnête」の反対は「,malhonnête,20,30,12.8125,12.3125,-0.5
qwen3-4b,57,desc,desc,ja,fr,sûr,「sûr」の反対は「,dangereux,5,7,11.375,11.25,-0.125
qwen3-4b,57,desc,val,ja,fr,sûr,「sûr」の反対は「,dangereux,5,7,11.375,13.9375,2.5625
qwen3-4b,57,desc,freq,ja,fr,sûr,「sûr」の反対は「,dangereux,5,3,11.375,12.9375,1.5625
qwen3-4b,57,val,desc,ja,fr,sûr,「sûr」の反対は「,dangereux,5,47,11.375,8.5,-2.875
qwen3-4b,57,val,val,ja,fr,sûr,「sûr」の反対は「,dangereux,5,58,11.375,8.3125,-3.0625
qwen3-4b,57,val,freq,ja,fr,sûr,「sûr」の反対は「,dangereux,5,15,11.375,10.375,-1.0
qwen3-4b,57,freq,desc,ja,fr,sûr,「sûr」の反対は「,dangereux,5,5,11.375,11.5,0.125
qwen3-4b,57,freq,val,ja,fr,sûr,「sûr」の反対は「,dangereux,5,5,11.375,13.9375,2.5625
qwen3-4b,57,freq,freq,ja,fr,sûr,「sûr」の反対は「,dangereux,5,5,11.375,11.375,0.0
qwen3-4b,58,desc,desc,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,18.625,0.25
qwen3-4b,58,desc,val,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,18.75,0.375
qwen3-4b,58,desc,freq,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,19.125,0.75
qwen3-4b,58,val,desc,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,16.375,-2.0
qwen3-4b,58,val,val,ja,fr,actif,「actif」の反対は「,passif,0,1,18.375,15.9375,-2.4375
qwen3-4b,58,val,freq,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,17.25,-1.125
qwen3-4b,58,freq,desc,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,18.375,0.0
qwen3-4b,58,freq,val,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,18.375,0.0
qwen3-4b,58,freq,freq,ja,fr,actif,「actif」の反対は「,passif,0,0,18.375,18.375,0.0
qwen3-4b,59,desc,desc,ja,fr,droit,「droit」の反対は「,tordu,74,86,9.3125,9.5,0.1875
qwen3-4b,59,desc,val,ja,fr,droit,「droit」の反対は「,tordu,74,51,9.3125,12.1875,2.875
qwen3-4b,59,desc,freq,ja,fr,droit,「droit」の反対は「,tordu,74,38,9.3125,10.0,0.6875
qwen3-4b,59,val,desc,ja,fr,droit,「droit」の反対は「,tordu,74,27,9.3125,9.75,0.4375
qwen3-4b,59,val,val,ja,fr,droit,「droit」の反対は「,tordu,74,30,9.3125,9.625,0.3125
qwen3-4b,59,val,freq,ja,fr,droit,「droit」の反対は「,tordu,74,17,9.3125,10.5,1.1875
qwen3-4b,59,freq,desc,ja,fr,droit,「droit」の反対は「,tordu,74,102,9.3125,9.375,0.0625
qwen3-4b,59,freq,val,ja,fr,droit,「droit」の反対は「,tordu,74,50,9.3125,12.0,2.6875
qwen3-4b,59,freq,freq,ja,fr,droit,「droit」の反対は「,tordu,74,105,9.3125,9.3125,0.0
qwen3-4b,60,desc,desc,ja,fr,entier,「entier」の反対は「,partiel,66,69,9.6875,9.375,-0.3125
qwen3-4b,60,desc,val,ja,fr,entier,「entier」の反対は「,partiel,66,50,9.6875,11.9375,2.25
qwen3-4b,60,desc,freq,ja,fr,entier,「entier」の反対は「,partiel,66,65,9.6875,9.0625,-0.625
qwen3-4b,60,val,desc,ja,fr,entier,「entier」の反対は「,partiel,66,150,9.6875,7.53125,-2.15625
qwen3-4b,60,val,val,ja,fr,entier,「entier」の反対は「,partiel,66,121,9.6875,8.0,-1.6875
qwen3-4b,60,val,freq,ja,fr,entier,「entier」の反対は「,partiel,66,143,9.6875,6.78125,-2.90625
qwen3-4b,60,freq,desc,ja,fr,entier,「entier」の反対は「,partiel,66,64,9.6875,9.4375,-0.25
qwen3-4b,60,freq,val,ja,fr,entier,「entier」の反対は「,partiel,66,64,9.6875,11.4375,1.75
qwen3-4b,60,freq,freq,ja,fr,entier,「entier」の反対は「,partiel,66,64,9.6875,9.4375,-0.25
qwen3-4b,61,desc,desc,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,18.125,0.125
qwen3-4b,61,desc,val,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,18.5,0.5
qwen3-4b,61,desc,freq,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,18.75,0.75
qwen3-4b,61,val,desc,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,13.8125,-4.1875
qwen3-4b,61,val,val,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,13.6875,-4.3125
qwen3-4b,61,val,freq,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,14.125,-3.875
qwen3-4b,61,freq,desc,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,17.875,-0.125
qwen3-4b,61,freq,val,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,17.5,-0.5
qwen3-4b,61,freq,freq,ja,fr,calme,「calme」の反対は「,agité,0,0,18.0,17.875,-0.125
qwen3-4b,62,desc,desc,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,21.125,0.0
qwen3-4b,62,desc,val,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,20.5,-0.625
qwen3-4b,62,desc,freq,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,20.0,-1.125
qwen3-4b,62,val,desc,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,17.5,-3.625
qwen3-4b,62,val,val,ja,fr,correct,「correct」の反対は「,incorrect,0,1,21.125,17.0,-4.125
qwen3-4b,62,val,freq,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,17.125,-4.0
qwen3-4b,62,freq,desc,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,21.125,0.0
qwen3-4b,62,freq,val,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,20.5,-0.625
qwen3-4b,62,freq,freq,ja,fr,correct,「correct」の反対は「,incorrect,0,0,21.125,21.25,0.125
qwen3-4b,63,desc,desc,ja,fr,complexe,「complexe」の反対は「,simple,1,2,17.0,16.75,-0.25
qwen3-4b,63,desc,val,ja,fr,complexe,「complexe」の反対は「,simple,1,2,17.0,18.5,1.5
qwen3-4b,63,desc,freq,ja,fr,complexe,「complexe」の反対は「,simple,1,1,17.0,15.75,-1.25
qwen3-4b,63,val,desc,ja,fr,complexe,「complexe」の反対は「,simple,1,4,17.0,13.125,-3.875
qwen3-4b,63,val,val,ja,fr,complexe,「complexe」の反対は「,simple,1,4,17.0,12.75,-4.25
qwen3-4b,63,val,freq,ja,fr,complexe,「complexe」の反対は「,simple,1,5,17.0,12.1875,-4.8125
qwen3-4b,63,freq,desc,ja,fr,complexe,「complexe」の反対は「,simple,1,2,17.0,16.625,-0.375
qwen3-4b,63,freq,val,ja,fr,complexe,「complexe」の反対は「,simple,1,2,17.0,18.25,1.25
qwen3-4b,63,freq,freq,ja,fr,complexe,「complexe」の反対は「,simple,1,2,17.0,16.625,-0.375
qwen3-4b,64,desc,desc,ja,fr,efficace,「efficace」の反対は「,inefficace,0,0,18.75,18.875,0.125
qwen3-4b,64,desc,val,ja,fr,efficace,「efficace」の反対は「,inefficace,0,0,18.75,19.0,0.25
qwen3-4b,64,desc,freq,ja,fr,efficace,「efficace」の反対は「,inefficace,0,0,18.75,18.375,-0.375
qwen3-4b,64,val,desc,ja,fr,efficace,「efficace」の反対は「,inefficace,0,1,18.75,13.375,-5.375
qwen3-4b,64,val,val,ja,fr,efficace,「efficace」の反対は「,inefficace,0,2,18.75,13.125,-5.625
qwen3-4b,64,val,freq,ja,fr,efficace,「efficace」の反対は「,inefficace,0,0,18.75,14.0625,-4.6875
qwen3-4b,64,freq,desc,ja,fr,efficace,「efficace」の反対は「,inefficace,0,0,18.75,18.75,0.0
qwen3-4b,64,freq,val,ja,fr,efficace,「efficace」の反対は「,inefficace,0,0,18.75,18.875,0.125
qwen3-4b,64,freq,freq,ja,fr,efficace,「efficace」の反対は「,inefficace,0,0,18.75,18.875,0.125
qwen3-4b,65,desc,desc,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,5,15.125,14.0625,-1.0625
qwen3-4b,65,desc,val,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,2,15.125,15.625,0.5
qwen3-4b,65,desc,freq,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,4,15.125,14.375,-0.75
qwen3-4b,65,val,desc,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,20,15.125,10.0625,-5.0625
qwen3-4b,65,val,val,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,20,15.125,10.0625,-5.0625
qwen3-4b,65,val,freq,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,16,15.125,11.125,-4.0
qwen3-4b,65,freq,desc,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,16,15.125,13.25,-1.875
qwen3-4b,65,freq,val,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,6,15.125,15.0625,-0.0625
qwen3-4b,65,freq,freq,ja,fr,célèbre,「célèbre」の反対は「,inconnu,3,15,15.125,13.25,-1.875
qwen3-4b,66,desc,desc,ja,fr,généreux,「généreux」の反対は「,mesquin,17,224,12.0,9.0,-3.0
qwen3-4b,66,desc,val,ja,fr,généreux,「généreux」の反対は「,mesquin,17,146,12.0,10.4375,-1.5625
qwen3-4b,66,desc,freq,ja,fr,généreux,「généreux」の反対は「,mesquin,17,197,12.0,8.625,-3.375
qwen3-4b,66,val,desc,ja,fr,généreux,「généreux」の反対は「,mesquin,17,445,12.0,5.8125,-6.1875
qwen3-4b,66,val,val,ja,fr,généreux,「généreux」の反対は「,mesquin,17,1106,12.0,4.71875,-7.28125
qwen3-4b,66,val,freq,ja,fr,généreux,「généreux」の反対は「,mesquin,17,119,12.0,6.90625,-5.09375
qwen3-4b,66,freq,desc,ja,fr,généreux,「généreux」の反対は「,mesquin,17,473,12.0,8.0,-4.0
qwen3-4b,66,freq,val,ja,fr,généreux,「généreux」の反対は「,mesquin,17,216,12.0,9.75,-2.25
qwen3-4b,66,freq,freq,ja,fr,généreux,「généreux」の反対は「,mesquin,17,490,12.0,7.9375,-4.0625
qwen3-4b,67,desc,desc,ja,fr,content,「content」の反対は「,insatisfait,238,238,7.5625,7.5625,0.0
qwen3-4b,67,desc,val,ja,fr,content,「content」の反対は「,insatisfait,238,167,7.5625,9.5,1.9375
qwen3-4b,67,desc,freq,ja,fr,content,「content」の反対は「,insatisfait,238,164,7.5625,7.625,0.0625
qwen3-4b,67,val,desc,ja,fr,content,「content」の反対は「,insatisfait,238,465,7.5625,4.25,-3.3125
qwen3-4b,67,val,val,ja,fr,content,「content」の反対は「,insatisfait,238,293,7.5625,5.0625,-2.5
qwen3-4b,67,val,freq,ja,fr,content,「content」の反対は「,insatisfait,238,474,7.5625,3.515625,-4.046875
qwen3-4b,67,freq,desc,ja,fr,content,「content」の反対は「,insatisfait,238,251,7.5625,7.4375,-0.125
qwen3-4b,67,freq,val,ja,fr,content,「content」の反対は「,insatisfait,238,166,7.5625,9.4375,1.875
qwen3-4b,67,freq,freq,ja,fr,content,「content」の反対は「,insatisfait,238,238,7.5625,7.5625,0.0
qwen3-4b,68,desc,desc,ja,fr,sain,「sain」の反対は「,malsain,9,10,12.4375,12.375,-0.0625
qwen3-4b,68,desc,val,ja,fr,sain,「sain」の反対は「,malsain,9,3,12.4375,14.25,1.8125
qwen3-4b,68,desc,freq,ja,fr,sain,「sain」の反対は「,malsain,9,1,12.4375,12.9375,0.5
qwen3-4b,68,val,desc,ja,fr,sain,「sain」の反対は「,malsain,9,12,12.4375,8.625,-3.8125
qwen3-4b,68,val,val,ja,fr,sain,「sain」の反対は「,malsain,9,38,12.4375,7.875,-4.5625
qwen3-4b,68,val,freq,ja,fr,sain,「sain」の反対は「,malsain,9,8,12.4375,9.75,-2.6875
qwen3-4b,68,freq,desc,ja,fr,sain,「sain」の反対は「,malsain,9,11,12.4375,12.25,-0.1875
qwen3-4b,68,freq,val,ja,fr,sain,「sain」の反対は「,malsain,9,5,12.4375,13.8125,1.375
qwen3-4b,68,freq,freq,ja,fr,sain,「sain」の反対は「,malsain,9,12,12.4375,12.1875,-0.25
qwen3-4b,69,desc,desc,ja,fr,haut,「haut」の反対は「,bas,0,1,20.875,16.25,-4.625
qwen3-4b,69,desc,val,ja,fr,haut,「haut」の反対は「,bas,0,1,20.875,18.25,-2.625
qwen3-4b,69,desc,freq,ja,fr,haut,「haut」の反対は「,bas,0,0,20.875,17.5,-3.375
qwen3-4b,69,val,desc,ja,fr,haut,「haut」の反対は「,bas,0,0,20.875,15.875,-5.0
qwen3-4b,69,val,val,ja,fr,haut,「haut」の反対は「,bas,0,0,20.875,15.0,-5.875
qwen3-4b,69,val,freq,ja,fr,haut,「haut」の反対は「,bas,0,0,20.875,17.625,-3.25
qwen3-4b,69,freq,desc,ja,fr,haut,「haut」の反対は「,bas,0,7,20.875,13.625,-7.25
qwen3-4b,69,freq,val,ja,fr,haut,「haut」の反対は「,bas,0,3,20.875,15.5625,-5.3125
qwen3-4b,69,freq,freq,ja,fr,haut,「haut」の反対は「,bas,0,7,20.875,13.625,-7.25
qwen3-4b,70,desc,desc,ja,fr,important,「important」の反対は「,insignifiant,51,51,10.3125,10.3125,0.0
qwen3-4b,70,desc,val,ja,fr,important,「important」の反対は「,insignifiant,51,22,10.3125,11.875,1.5625
qwen3-4b,70,desc,freq,ja,fr,important,「important」の反対は「,insignifiant,51,41,10.3125,9.9375,-0.375
qwen3-4b,70,val,desc,ja,fr,important,「important」の反対は「,insignifiant,51,437,10.3125,5.78125,-4.53125
qwen3-4b,70,val,val,ja,fr,important,「important」の反対は「,insignifiant,51,291,10.3125,6.34375,-3.96875
qwen3-4b,70,val,freq,ja,fr,important,「important」の反対は「,insignifiant,51,176,10.3125,5.1875,-5.125
qwen3-4b,70,freq,desc,ja,fr,important,「important」の反対は「,insignifiant,51,53,10.3125,10.25,-0.0625
qwen3-4b,70,freq,val,ja,fr,important,「important」の反対は「,insignifiant,51,25,10.3125,11.875,1.5625
qwen3-4b,70,freq,freq,ja,fr,important,「important」の反対は「,insignifiant,51,51,10.3125,10.3125,0.0
qwen3-4b,71,desc,desc,ja,fr,innocent,「innocent」の反対は「,coupable,6,6,14.3125,14.3125,0.0
qwen3-4b,71,desc,val,ja,fr,innocent,「innocent」の反対は「,coupable,6,5,14.3125,14.8125,0.5
qwen3-4b,71,desc,freq,ja,fr,innocent,「innocent」の反対は「,coupable,6,2,14.3125,15.625,1.3125
qwen3-4b,71,val,desc,ja,fr,innocent,「innocent」の反対は「,coupable,6,3,14.3125,12.6875,-1.625
qwen3-4b,71,val,val,ja,fr,innocent,「innocent」の反対は「,coupable,6,3,14.3125,12.375,-1.9375
qwen3-4b,71,val,freq,ja,fr,innocent,「innocent」の反対は「,coupable,6,0,14.3125,15.125,0.8125
qwen3-4b,71,freq,desc,ja,fr,innocent,「innocent」の反対は「,coupable,6,4,14.3125,14.375,0.0625
qwen3-4b,71,freq,val,ja,fr,innocent,「innocent」の反対は「,coupable,6,4,14.3125,14.75,0.4375
qwen3-4b,71,freq,freq,ja,fr,innocent,「innocent」の反対は「,coupable,6,6,14.3125,14.3125,0.0
qwen3-4b,72,desc,desc,ja,fr,connu,「connu」の反対は「,inconnu,0,2,21.375,17.125,-4.25
qwen3-4b,72,desc,val,ja,fr,connu,「connu」の反対は「,inconnu,0,2,21.375,16.75,-4.625
qwen3-4b,72,desc,freq,ja,fr,connu,「connu」の反対は「,inconnu,0,4,21.375,16.0,-5.375
qwen3-4b,72,val,desc,ja,fr,connu,「connu」の反対は「,inconnu,0,7,21.375,11.75,-9.625
qwen3-4b,72,val,val,ja,fr,connu,「connu」の反対は「,inconnu,0,11,21.375,10.9375,-10.4375
qwen3-4b,72,val,freq,ja,fr,connu,「connu」の反対は「,inconnu,0,4,21.375,12.6875,-8.6875
qwen3-4b,72,freq,desc,ja,fr,connu,「connu」の反対は「,inconnu,0,16,21.375,13.6875,-7.6875
qwen3-4b,72,freq,val,ja,fr,connu,「connu」の反対は「,inconnu,0,12,21.375,14.125,-7.25
qwen3-4b,72,freq,freq,ja,fr,connu,「connu」の反対は「,inconnu,0,16,21.375,13.6875,-7.6875
qwen3-4b,73,desc,desc,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,16.875,-2.0
qwen3-4b,73,desc,val,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,15.5625,-3.3125
qwen3-4b,73,desc,freq,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,18.25,-0.625
qwen3-4b,73,val,desc,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,15.6875,-3.1875
qwen3-4b,73,val,val,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,15.1875,-3.6875
qwen3-4b,73,val,freq,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,16.5,-2.375
qwen3-4b,73,freq,desc,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,16.625,-2.25
qwen3-4b,73,freq,val,ja,fr,masculin,「masculin」の反対は「,féminin,1,3,18.875,15.0,-3.875
qwen3-4b,73,freq,freq,ja,fr,masculin,「masculin」の反対は「,féminin,1,1,18.875,16.625,-2.25
qwen3-4b,74,desc,desc,ja,fr,normal,「normal」の反対は「,anormal,27,27,11.0,11.0,0.0
qwen3-4b,74,desc,val,ja,fr,normal,「normal」の反対は「,anormal,27,18,11.0,12.6875,1.6875
qwen3-4b,74,desc,freq,ja,fr,normal,「normal」の反対は「,anormal,27,27,11.0,10.6875,-0.3125
qwen3-4b,74,val,desc,ja,fr,normal,「normal」の反対は「,anormal,27,32,11.0,9.0625,-1.9375
qwen3-4b,74,val,val,ja,fr,normal,「normal」の反対は「,anormal,27,32,11.0,9.1875,-1.8125
qwen3-4b,74,val,freq,ja,fr,normal,「normal」の反対は「,anormal,27,21,11.0,9.125,-1.875
qwen3-4b,74,freq,desc,ja,fr,normal,「normal」の反対は「,anormal,27,29,11.0,10.9375,-0.0625
qwen3-4b,74,freq,val,ja,fr,normal,「normal」の反対は「,anormal,27,18,11.0,12.75,1.75
qwen3-4b,74,freq,freq,ja,fr,normal,「normal」の反対は「,anormal,27,27,11.0,11.0,0.0
qwen3-4b,75,desc,desc,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,22.5,0.0
qwen3-4b,75,desc,val,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,21.0,-1.5
qwen3-4b,75,desc,freq,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,22.875,0.375
qwen3-4b,75,val,desc,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,17.25,-5.25
qwen3-4b,75,val,val,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,17.375,-5.125
qwen3-4b,75,val,freq,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,17.625,-4.875
qwen3-4b,75,freq,desc,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,22.375,-0.125
qwen3-4b,75,freq,val,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,20.75,-1.75
qwen3-4b,75,freq,freq,ja,fr,possible,「possible」の反対は「,impossible,0,0,22.5,22.5,0.0
qwen3-4b,76,desc,desc,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,19.125,-0.125
qwen3-4b,76,desc,val,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,21.0,1.75
qwen3-4b,76,desc,freq,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,19.0,-0.25
qwen3-4b,76,val,desc,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,16.5,-2.75
qwen3-4b,76,val,val,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,16.375,-2.875
qwen3-4b,76,val,freq,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,16.125,-3.125
qwen3-4b,76,freq,desc,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,18.875,-0.375
qwen3-4b,76,freq,val,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,20.375,1.125
qwen3-4b,76,freq,freq,ja,fr,privé,「privé」の反対は「,public,0,0,19.25,18.75,-0.5
