model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,209,209,13.6875,13.6875,0.0,-10.6875,-10.6875,0.0,2.0
gemma-2-2b,0,desc,desc,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,24.375,24.375,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,10,18.0,18.0,0.0,-6.375,-6.375,0.0,2.0
gemma-2-2b,0,desc,desc,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,109,109,14.6875,14.6875,0.0,-9.6875,-9.6875,0.0,2.0
gemma-2-2b,0,desc,desc,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,0,1636,1636,10.4375,10.4375,0.0,-13.9375,-13.9375,0.0,2.0
gemma-2-2b,0,desc,desc,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,0,4566,4566,8.5,8.5,0.0,-15.875,-15.875,0.0,2.0
gemma-2-2b,0,desc,desc,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,0,238,238,13.625,13.625,0.0,-10.75,-10.75,0.0,2.0
gemma-2-2b,0,desc,val,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,209,297,13.6875,9.4375,-4.25,-10.6875,-13.9375,-3.25,2.0
gemma-2-2b,0,desc,val,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,24.375,23.375,-1.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,8,18.0,14.875,-3.125,-6.375,-8.5,-2.125,2.0
gemma-2-2b,0,desc,val,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,109,66,14.6875,11.75,-2.9375,-9.6875,-11.625,-1.9375,2.0
