model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,7074,7059,4.59375,4.5,-0.09375,-14.53125,-14.625,-0.09375,2.0
gemma-2-2b,0,desc,desc,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,6,6,16.25,16.25,0.0,-2.875,-2.875,0.0,2.0
gemma-2-2b,0,desc,desc,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,2019,1990,6.84375,6.8125,-0.03125,-12.28125,-12.3125,-0.03125,2.0
gemma-2-2b,0,desc,desc,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,208,208,10.6875,10.625,-0.0625,-8.4375,-8.5,-0.0625,2.0
gemma-2-2b,0,desc,desc,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,19.125,19.125,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,1427,1419,7.46875,7.40625,-0.0625,-11.65625,-11.71875,-0.0625,2.0
gemma-2-2b,0,desc,desc,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,29,29,13.875,13.75,-0.125,-5.25,-5.375,-0.125,2.0
gemma-2-2b,0,desc,val,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,7074,12149,4.59375,-0.1923828125,-4.7861328125,-14.53125,-15.4423828125,-0.9111328125,2.0
gemma-2-2b,0,desc,val,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,6,4,16.25,12.25,-4.0,-2.875,-3.0,-0.125,2.0
gemma-2-2b,0,desc,val,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,2019,2171,6.84375,2.75,-4.09375,-12.28125,-12.5,-0.21875,2.0
gemma-2-2b,0,desc,val,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,208,149,10.6875,7.0,-3.6875,-8.4375,-8.25,0.1875,2.0
gemma-2-2b,0,desc,val,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,19.125,15.25,-3.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,1427,1182,7.46875,3.78125,-3.6875,-11.65625,-11.46875,0.1875,2.0
gemma-2-2b,0,desc,val,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,0,29,35,13.875,9.0,-4.875,-5.25,-6.25,-1.0,2.0
gemma-2-2b,0,desc,freq,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,26,7074,8230,4.59375,0.8984375,-3.6953125,-14.53125,-8.6640625,5.8671875,2.0
gemma-2-2b,0,desc,freq,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,26,6,6,16.25,11.75,-4.5,-2.875,2.1875,5.0625,2.0
gemma-2-2b,0,desc,freq,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,26,2019,4202,6.84375,2.203125,-4.640625,-12.28125,-7.359375,4.921875,2.0
gemma-2-2b,0,desc,freq,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,26,208,31,10.6875,9.375,-1.3125,-8.4375,-0.1875,8.25,2.0
gemma-2-2b,0,desc,freq,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,26,0,26,19.125,9.5625,-9.5625,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,26,1427,1163,7.46875,4.375,-3.09375,-11.65625,-5.1875,6.46875,2.0
gemma-2-2b,0,desc,freq,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,26,29,432,13.875,5.875,-8.0,-5.25,-3.6875,1.5625,2.0
gemma-2-2b,0,val,desc,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,15,7074,43,4.59375,13.0625,8.46875,-14.53125,-1.0625,13.46875,2.0
gemma-2-2b,0,val,desc,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,15,6,268,16.25,10.0,-6.25,-2.875,-4.125,-1.25,2.0
gemma-2-2b,0,val,desc,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,15,2019,80338,6.84375,-1.3359375,-8.1796875,-12.28125,-15.4609375,-3.1796875,2.0
gemma-2-2b,0,val,desc,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,15,208,862,10.6875,8.1875,-2.5,-8.4375,-5.9375,2.5,2.0
gemma-2-2b,0,val,desc,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,15,0,15,19.125,14.125,-5.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,15,1427,981,7.46875,8.0625,0.59375,-11.65625,-6.0625,5.59375,2.0
gemma-2-2b,0,val,desc,en,ja,de,zh,坏,良い,"The opposite of ""良い"" is """,悪い,0,15,29,59,13.875,12.625,-1.25,-5.25,-1.5,3.75,2.0
gemma-2-2b,0,val,val,en,ja,de,de,schlecht,良い,"The opposite of ""良い"" is """,悪い,0,0,7074,7648,4.59375,5.375,0.78125,-14.53125,-14.625,-0.09375,2.0
gemma-2-2b,0,val,val,en,ja,de,en,bad,良い,"The opposite of ""良い"" is """,悪い,0,0,6,4,16.25,17.875,1.625,-2.875,-2.125,0.75,2.0
gemma-2-2b,0,val,val,en,ja,de,es,malo,良い,"The opposite of ""良い"" is """,悪い,0,0,2019,2262,6.84375,7.625,0.78125,-12.28125,-12.375,-0.09375,2.0
gemma-2-2b,0,val,val,en,ja,de,fr,mauvais,良い,"The opposite of ""良い"" is """,悪い,0,0,208,128,10.6875,12.4375,1.75,-8.4375,-7.5625,0.875,2.0
gemma-2-2b,0,val,val,en,ja,de,ja,悪い,良い,"The opposite of ""良い"" is """,悪い,0,0,0,0,19.125,20.0,0.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,en,ja,de,ko,나쁜,良い,"The opposite of ""良い"" is """,悪い,0,0,1427,2500,7.46875,7.46875,0.0,-11.65625,-12.53125,-0.875,2.0
