model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,1,1562,1999,6.71875,6.3125,-0.40625,-10.28125,-10.8125,-0.53125,2.0
qwen3-4b,0,desc,desc,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,1,3,3,16.25,16.375,0.125,-0.75,-0.75,0.0,2.0
qwen3-4b,0,desc,desc,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,1,2,2,16.625,16.75,0.125,-0.375,-0.375,0.0,2.0
qwen3-4b,0,desc,desc,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,1,1,1,17.0,17.125,0.125,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,1,1154,1120,7.28125,7.375,0.09375,-9.71875,-9.75,-0.03125,2.0
qwen3-4b,0,desc,desc,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,1,6385,5898,4.3125,4.46875,0.15625,-12.6875,-12.65625,0.03125,2.0
qwen3-4b,0,desc,desc,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,1,82,93,11.1875,11.125,-0.0625,-5.8125,-6.0,-0.1875,2.0
qwen3-4b,0,desc,val,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,51,1562,2903,6.71875,8.6875,1.96875,-10.28125,-4.25,6.03125,2.0
qwen3-4b,0,desc,val,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,51,3,1,16.25,16.125,-0.125,-0.75,3.1875,3.9375,2.0
qwen3-4b,0,desc,val,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,51,2,7,16.625,14.625,-2.0,-0.375,1.6875,2.0625,2.0
qwen3-4b,0,desc,val,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,51,1,51,17.0,12.9375,-4.0625,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,51,1154,871,7.28125,10.0625,2.78125,-9.71875,-2.875,6.84375,2.0
qwen3-4b,0,desc,val,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,51,6385,59175,4.3125,4.0625,-0.25,-12.6875,-8.875,3.8125,2.0
qwen3-4b,0,desc,val,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,51,82,134,11.1875,12.0625,0.875,-5.8125,-0.875,4.9375,2.0
qwen3-4b,0,desc,freq,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,40,1562,3,6.71875,13.125,6.40625,-10.28125,2.5625,12.84375,2.0
qwen3-4b,0,desc,freq,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,40,3,2,16.25,13.875,-2.375,-0.75,3.3125,4.0625,2.0
qwen3-4b,0,desc,freq,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,40,2,8,16.625,12.3125,-4.3125,-0.375,1.75,2.125,2.0
qwen3-4b,0,desc,freq,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,40,1,40,17.0,10.5625,-6.4375,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,40,1154,1454,7.28125,6.25,-1.03125,-9.71875,-4.3125,5.40625,2.0
qwen3-4b,0,desc,freq,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,40,6385,7806,4.3125,3.71875,-0.59375,-12.6875,-6.84375,5.84375,2.0
qwen3-4b,0,desc,freq,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,40,82,819,11.1875,7.125,-4.0625,-5.8125,-3.4375,2.375,2.0
qwen3-4b,0,val,desc,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,0,1562,3099,6.71875,1.8828125,-4.8359375,-10.28125,-18.9921875,-8.7109375,2.0
qwen3-4b,0,val,desc,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,0,3,81,16.25,9.0625,-7.1875,-0.75,-11.8125,-11.0625,2.0
qwen3-4b,0,val,desc,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,0,2,2,16.625,17.0,0.375,-0.375,-3.875,-3.5,2.0
qwen3-4b,0,val,desc,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,0,1,0,17.0,20.875,3.875,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,0,1154,5687,7.28125,0.60546875,-6.67578125,-9.71875,-20.26953125,-10.55078125,2.0
qwen3-4b,0,val,desc,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,0,6385,2556,4.3125,2.25,-2.0625,-12.6875,-18.625,-5.9375,2.0
qwen3-4b,0,val,desc,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,0,82,923,11.1875,4.375,-6.8125,-5.8125,-16.5,-10.6875,2.0
qwen3-4b,0,val,val,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,0,1562,3460,6.71875,1.78125,-4.9375,-10.28125,-18.84375,-8.5625,2.0
qwen3-4b,0,val,val,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,0,3,59,16.25,9.6875,-6.5625,-0.75,-10.9375,-10.1875,2.0
qwen3-4b,0,val,val,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,0,2,2,16.625,17.125,0.5,-0.375,-3.5,-3.125,2.0
qwen3-4b,0,val,val,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,0,1,0,17.0,20.625,3.625,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,0,1154,5159,7.28125,0.9453125,-6.3359375,-9.71875,-19.6796875,-9.9609375,2.0
qwen3-4b,0,val,val,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,0,6385,3007,4.3125,2.0625,-2.25,-12.6875,-18.5625,-5.875,2.0
qwen3-4b,0,val,val,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,0,82,772,11.1875,4.84375,-6.34375,-5.8125,-15.78125,-9.96875,2.0
qwen3-4b,0,val,freq,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,59,1562,2,6.71875,14.0625,7.34375,-10.28125,4.5,14.78125,2.0
qwen3-4b,0,val,freq,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,59,3,6,16.25,12.8125,-3.4375,-0.75,3.25,4.0,2.0
qwen3-4b,0,val,freq,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,59,2,26,16.625,10.875,-5.75,-0.375,1.3125,1.6875,2.0
qwen3-4b,0,val,freq,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,59,1,59,17.0,9.5625,-7.4375,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,59,1154,7178,7.28125,0.57421875,-6.70703125,-9.71875,-8.98828125,0.73046875,2.0
qwen3-4b,0,val,freq,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,59,6385,981,4.3125,4.5625,0.25,-12.6875,-5.0,7.6875,2.0
qwen3-4b,0,val,freq,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,59,82,1621,11.1875,3.5625,-7.625,-5.8125,-6.0,-0.1875,2.0
qwen3-4b,0,freq,desc,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,1,1562,2115,6.71875,6.15625,-0.5625,-10.28125,-10.84375,-0.5625,2.0
qwen3-4b,0,freq,desc,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,1,3,3,16.25,16.25,0.0,-0.75,-0.75,0.0,2.0
qwen3-4b,0,freq,desc,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,1,2,2,16.625,16.625,0.0,-0.375,-0.375,0.0,2.0
qwen3-4b,0,freq,desc,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,1,1,1,17.0,17.0,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,desc,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,1,1154,1069,7.28125,7.375,0.09375,-9.71875,-9.625,0.09375,2.0
qwen3-4b,0,freq,desc,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,1,6385,5791,4.3125,4.46875,0.15625,-12.6875,-12.53125,0.15625,2.0
qwen3-4b,0,freq,desc,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,1,82,79,11.1875,11.25,0.0625,-5.8125,-5.75,0.0625,2.0
qwen3-4b,0,freq,val,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,42,1562,8967,6.71875,7.75,1.03125,-10.28125,-6.125,4.15625,2.0
qwen3-4b,0,freq,val,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,42,3,2,16.25,16.5,0.25,-0.75,2.625,3.375,2.0
qwen3-4b,0,freq,val,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,42,2,3,16.625,16.125,-0.5,-0.375,2.25,2.625,2.0
qwen3-4b,0,freq,val,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,42,1,42,17.0,13.875,-3.125,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,42,1154,1125,7.28125,10.375,3.09375,-9.71875,-3.5,6.21875,2.0
qwen3-4b,0,freq,val,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,42,6385,36255,4.3125,5.65625,1.34375,-12.6875,-8.21875,4.46875,2.0
qwen3-4b,0,freq,val,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,42,82,107,11.1875,13.0,1.8125,-5.8125,-0.875,4.9375,2.0
qwen3-4b,0,freq,freq,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,1,1562,2115,6.71875,6.15625,-0.5625,-10.28125,-10.84375,-0.5625,2.0
qwen3-4b,0,freq,freq,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,1,1,3,3,16.25,16.25,0.0,-0.75,-0.75,0.0,2.0
qwen3-4b,0,freq,freq,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,1,1,2,2,16.625,16.625,0.0,-0.375,-0.375,0.0,2.0
qwen3-4b,0,freq,freq,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,1,1,1,17.0,17.0,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,freq,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,1,1154,1069,7.28125,7.375,0.09375,-9.71875,-9.625,0.09375,2.0
qwen3-4b,0,freq,freq,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,1,6385,5791,4.3125,4.46875,0.15625,-12.6875,-12.53125,0.15625,2.0
qwen3-4b,0,freq,freq,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,1,1,82,79,11.1875,11.25,0.0625,-5.8125,-5.75,0.0625,2.0
qwen3-4b,0,desc,desc,zh,fr,en,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,1728,1562,21062,6.71875,nan,nan,-10.28125,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,fr,en,en,bad,bon,"""bon""的反义词是""",mauvais,1,1728,3,13855,16.25,nan,nan,-0.75,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,fr,en,es,malo,bon,"""bon""的反义词是""",mauvais,1,1728,2,76,16.625,nan,nan,-0.375,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,fr,en,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,1728,1,1728,17.0,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,fr,en,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,1728,1154,132430,7.28125,nan,nan,-9.71875,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,fr,en,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,1728,6385,60315,4.3125,nan,nan,-12.6875,nan,nan,2.0
qwen3-4b,0,desc,desc,zh,fr,en,zh,坏,bon,"""bon""的反义词是""",mauvais,1,1728,82,100250,11.1875,nan,nan,-5.8125,nan,nan,2.0
qwen3-4b,0,desc,val,zh,fr,en,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,1728,1562,21062,6.71875,nan,nan,-10.28125,nan,nan,2.0
qwen3-4b,0,desc,val,zh,fr,en,en,bad,bon,"""bon""的反义词是""",mauvais,1,1728,3,13855,16.25,nan,nan,-0.75,nan,nan,2.0
qwen3-4b,0,desc,val,zh,fr,en,es,malo,bon,"""bon""的反义词是""",mauvais,1,1728,2,76,16.625,nan,nan,-0.375,nan,nan,2.0
qwen3-4b,0,desc,val,zh,fr,en,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,1728,1,1728,17.0,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,val,zh,fr,en,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,1728,1154,132430,7.28125,nan,nan,-9.71875,nan,nan,2.0
qwen3-4b,0,desc,val,zh,fr,en,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,1728,6385,60315,4.3125,nan,nan,-12.6875,nan,nan,2.0
qwen3-4b,0,desc,val,zh,fr,en,zh,坏,bon,"""bon""的反义词是""",mauvais,1,1728,82,100250,11.1875,nan,nan,-5.8125,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,fr,en,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,1728,1562,21062,6.71875,nan,nan,-10.28125,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,fr,en,en,bad,bon,"""bon""的反义词是""",mauvais,1,1728,3,13855,16.25,nan,nan,-0.75,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,fr,en,es,malo,bon,"""bon""的反义词是""",mauvais,1,1728,2,76,16.625,nan,nan,-0.375,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,fr,en,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,1728,1,1728,17.0,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,fr,en,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,1728,1154,132430,7.28125,nan,nan,-9.71875,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,fr,en,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,1728,6385,60315,4.3125,nan,nan,-12.6875,nan,nan,2.0
qwen3-4b,0,desc,freq,zh,fr,en,zh,坏,bon,"""bon""的反义词是""",mauvais,1,1728,82,100250,11.1875,nan,nan,-5.8125,nan,nan,2.0
qwen3-4b,0,val,desc,zh,fr,en,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,1728,1562,21062,6.71875,nan,nan,-10.28125,nan,nan,2.0
qwen3-4b,0,val,desc,zh,fr,en,en,bad,bon,"""bon""的反义词是""",mauvais,1,1728,3,13855,16.25,nan,nan,-0.75,nan,nan,2.0
qwen3-4b,0,val,desc,zh,fr,en,es,malo,bon,"""bon""的反义词是""",mauvais,1,1728,2,76,16.625,nan,nan,-0.375,nan,nan,2.0
qwen3-4b,0,val,desc,zh,fr,en,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,1728,1,1728,17.0,nan,nan,0.0,nan,nan,2.0
qwen3-4b,0,val,desc,zh,fr,en,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,1728,1154,132430,7.28125,nan,nan,-9.71875,nan,nan,2.0
qwen3-4b,0,val,desc,zh,fr,en,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,1728,6385,60315,4.3125,nan,nan,-12.6875,nan,nan,2.0
qwen3-4b,0,val,desc,zh,fr,en,zh,坏,bon,"""bon""的反义词是""",mauvais,1,1728,82,100250,11.1875,nan,nan,-5.8125,nan,nan,2.0
qwen3-4b,0,val,val,zh,fr,en,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,0,1562,1824,6.71875,3.40625,-3.3125,-10.28125,-17.96875,-7.6875,2.0
qwen3-4b,0,val,val,zh,fr,en,en,bad,bon,"""bon""的反义词是""",mauvais,1,0,3,55,16.25,10.25,-6.0,-0.75,-11.125,-10.375,2.0
qwen3-4b,0,val,val,zh,fr,en,es,malo,bon,"""bon""的反义词是""",mauvais,1,0,2,2,16.625,17.0,0.375,-0.375,-4.375,-4.0,2.0
qwen3-4b,0,val,val,zh,fr,en,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,0,1,0,17.0,21.375,4.375,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,zh,fr,en,ja,悪い,bon,"""bon""的反义词是""",mauvais,1,0,1154,5274,7.28125,1.0859375,-6.1953125,-9.71875,-20.2890625,-10.5703125,2.0
qwen3-4b,0,val,val,zh,fr,en,ko,나쁜,bon,"""bon""的反义词是""",mauvais,1,0,6385,3519,4.3125,1.984375,-2.328125,-12.6875,-19.390625,-6.703125,2.0
qwen3-4b,0,val,val,zh,fr,en,zh,坏,bon,"""bon""的反义词是""",mauvais,1,0,82,977,11.1875,4.71875,-6.46875,-5.8125,-16.65625,-10.84375,2.0
qwen3-4b,0,val,freq,zh,fr,en,de,schlecht,bon,"""bon""的反义词是""",mauvais,1,0,1562,1862,6.71875,3.203125,-3.515625,-10.28125,-18.171875,-7.890625,2.0
qwen3-4b,0,val,freq,zh,fr,en,en,bad,bon,"""bon""的反义词是""",mauvais,1,0,3,51,16.25,9.9375,-6.3125,-0.75,-11.4375,-10.6875,2.0
qwen3-4b,0,val,freq,zh,fr,en,es,malo,bon,"""bon""的反义词是""",mauvais,1,0,2,2,16.625,16.5,-0.125,-0.375,-4.875,-4.5,2.0
qwen3-4b,0,val,freq,zh,fr,en,fr,mauvais,bon,"""bon""的反义词是""",mauvais,1,0,1,0,17.0,21.375,4.375,0.0,0.0,0.0,2.0
