model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,16,33372,33372,-0.42578125,-0.42578125,0.0,-12.55078125,-12.55078125,0.0,2.0
gemma-2-2b,0,desc,desc,ja,zh,de,en,bad,好,「好」の反対は「,坏,16,16,53,53,10.75,10.75,0.0,-1.375,-1.375,0.0,2.0
gemma-2-2b,0,desc,desc,ja,zh,de,es,malo,好,「好」の反対は「,坏,16,16,402,402,7.84375,7.84375,0.0,-4.28125,-4.28125,0.0,2.0
gemma-2-2b,0,desc,desc,ja,zh,de,fr,mauvais,好,「好」の反対は「,坏,16,16,1047,1047,6.1875,6.1875,0.0,-5.9375,-5.9375,0.0,2.0
gemma-2-2b,0,desc,desc,ja,zh,de,ja,悪い,好,「好」の反対は「,坏,16,16,1,1,14.5,14.5,0.0,2.375,2.375,0.0,2.0
gemma-2-2b,0,desc,desc,ja,zh,de,ko,나쁜,好,「好」の反対は「,坏,16,16,3653,3653,4.09375,4.09375,0.0,-8.03125,-8.03125,0.0,2.0
gemma-2-2b,0,desc,desc,ja,zh,de,zh,坏,好,「好」の反対は「,坏,16,16,16,16,12.125,12.125,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,26,33372,46577,-0.42578125,-4.28125,-3.85546875,-12.55078125,-12.03125,0.51953125,2.0
gemma-2-2b,0,desc,val,ja,zh,de,en,bad,好,「好」の反対は「,坏,16,26,53,21,10.75,7.84375,-2.90625,-1.375,0.09375,1.46875,2.0
gemma-2-2b,0,desc,val,ja,zh,de,es,malo,好,「好」の反対は「,坏,16,26,402,351,7.84375,4.21875,-3.625,-4.28125,-3.53125,0.75,2.0
gemma-2-2b,0,desc,val,ja,zh,de,fr,mauvais,好,「好」の反対は「,坏,16,26,1047,521,6.1875,3.640625,-2.546875,-5.9375,-4.109375,1.828125,2.0
gemma-2-2b,0,desc,val,ja,zh,de,ja,悪い,好,「好」の反対は「,坏,16,26,1,4,14.5,10.6875,-3.8125,2.375,2.9375,0.5625,2.0
gemma-2-2b,0,desc,val,ja,zh,de,ko,나쁜,好,「好」の反対は「,坏,16,26,3653,2702,4.09375,1.1015625,-2.9921875,-8.03125,-6.6484375,1.3828125,2.0
gemma-2-2b,0,desc,val,ja,zh,de,zh,坏,好,「好」の反対は「,坏,16,26,16,26,12.125,7.75,-4.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,695,33372,21781,-0.42578125,-0.83203125,-0.40625,-12.55078125,-6.30078125,6.25,2.0
gemma-2-2b,0,desc,freq,ja,zh,de,en,bad,好,「好」の反対は「,坏,16,695,53,22,10.75,9.8125,-0.9375,-1.375,4.34375,5.71875,2.0
gemma-2-2b,0,desc,freq,ja,zh,de,es,malo,好,「好」の反対は「,坏,16,695,402,720,7.84375,5.40625,-2.4375,-4.28125,-0.0625,4.21875,2.0
gemma-2-2b,0,desc,freq,ja,zh,de,fr,mauvais,好,「好」の反対は「,坏,16,695,1047,34,6.1875,9.125,2.9375,-5.9375,3.65625,9.59375,2.0
gemma-2-2b,0,desc,freq,ja,zh,de,ja,悪い,好,「好」の反対は「,坏,16,695,1,307,14.5,6.5,-8.0,2.375,1.03125,-1.34375,2.0
gemma-2-2b,0,desc,freq,ja,zh,de,ko,나쁜,好,「好」の反対は「,坏,16,695,3653,993,4.09375,4.9375,0.84375,-8.03125,-0.53125,7.5,2.0
gemma-2-2b,0,desc,freq,ja,zh,de,zh,坏,好,「好」の反対は「,坏,16,695,16,695,12.125,5.46875,-6.65625,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,76,33372,312,-0.42578125,9.875,10.30078125,-12.55078125,-2.0,10.55078125,2.0
gemma-2-2b,0,val,desc,ja,zh,de,en,bad,好,「好」の反対は「,坏,16,76,53,1048,10.75,8.0625,-2.6875,-1.375,-3.8125,-2.4375,2.0
gemma-2-2b,0,val,desc,ja,zh,de,es,malo,好,「好」の反対は「,坏,16,76,402,55819,7.84375,0.33984375,-7.50390625,-4.28125,-11.53515625,-7.25390625,2.0
gemma-2-2b,0,val,desc,ja,zh,de,fr,mauvais,好,「好」の反対は「,坏,16,76,1047,1929,6.1875,7.21875,1.03125,-5.9375,-4.65625,1.28125,2.0
gemma-2-2b,0,val,desc,ja,zh,de,ja,悪い,好,「好」の反対は「,坏,16,76,1,151,14.5,11.0625,-3.4375,2.375,-0.8125,-3.1875,2.0
gemma-2-2b,0,val,desc,ja,zh,de,ko,나쁜,好,「好」の反対は「,坏,16,76,3653,2055,4.09375,7.09375,3.0,-8.03125,-4.78125,3.25,2.0
gemma-2-2b,0,val,desc,ja,zh,de,zh,坏,好,「好」の反対は「,坏,16,76,16,76,12.125,11.875,-0.25,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,29,33372,42068,-0.42578125,0.2421875,0.66796875,-12.55078125,-12.8828125,-0.33203125,2.0
gemma-2-2b,0,val,val,ja,zh,de,en,bad,好,「好」の反対は「,坏,16,29,53,26,10.75,13.125,2.375,-1.375,0.0,1.375,2.0
gemma-2-2b,0,val,val,ja,zh,de,es,malo,好,「好」の反対は「,坏,16,29,402,317,7.84375,9.375,1.53125,-4.28125,-3.75,0.53125,2.0
gemma-2-2b,0,val,val,ja,zh,de,fr,mauvais,好,「好」の反対は「,坏,16,29,1047,530,6.1875,8.625,2.4375,-5.9375,-4.5,1.4375,2.0
gemma-2-2b,0,val,val,ja,zh,de,ja,悪い,好,「好」の反対は「,坏,16,29,1,1,14.5,15.9375,1.4375,2.375,2.8125,0.4375,2.0
gemma-2-2b,0,val,val,ja,zh,de,ko,나쁜,好,「好」の反対は「,坏,16,29,3653,6374,4.09375,4.28125,0.1875,-8.03125,-8.84375,-0.8125,2.0
gemma-2-2b,0,val,val,ja,zh,de,zh,坏,好,「好」の反対は「,坏,16,29,16,29,12.125,13.125,1.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,408,33372,638,-0.42578125,7.21875,7.64453125,-12.55078125,-0.75,11.80078125,2.0
gemma-2-2b,0,val,freq,ja,zh,de,en,bad,好,「好」の反対は「,坏,16,408,53,52,10.75,10.75,0.0,-1.375,2.78125,4.15625,2.0
gemma-2-2b,0,val,freq,ja,zh,de,es,malo,好,「好」の反対は「,坏,16,408,402,17012,7.84375,1.21875,-6.625,-4.28125,-6.75,-2.46875,2.0
gemma-2-2b,0,val,freq,ja,zh,de,fr,mauvais,好,「好」の反対は「,坏,16,408,1047,289,6.1875,8.5,2.3125,-5.9375,0.53125,6.46875,2.0
gemma-2-2b,0,val,freq,ja,zh,de,ja,悪い,好,「好」の反対は「,坏,16,408,1,7741,14.5,2.953125,-11.546875,2.375,-5.015625,-7.390625,2.0
gemma-2-2b,0,val,freq,ja,zh,de,ko,나쁜,好,「好」の反対は「,坏,16,408,3653,537,4.09375,7.5,3.40625,-8.03125,-0.46875,7.5625,2.0
gemma-2-2b,0,val,freq,ja,zh,de,zh,坏,好,「好」の反対は「,坏,16,408,16,408,12.125,7.96875,-4.15625,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,desc,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,15,33372,27224,-0.42578125,0.1416015625,0.5673828125,-12.55078125,-12.4833984375,0.0673828125,2.0
gemma-2-2b,0,freq,desc,ja,zh,de,en,bad,好,「好」の反対は「,坏,16,15,53,23,10.75,12.125,1.375,-1.375,-0.5,0.875,2.0
gemma-2-2b,0,freq,desc,ja,zh,de,es,malo,好,「好」の反対は「,坏,16,15,402,518,7.84375,7.5,-0.34375,-4.28125,-5.125,-0.84375,2.0
gemma-2-2b,0,freq,desc,ja,zh,de,fr,mauvais,好,「好」の反対は「,坏,16,15,1047,515,6.1875,7.5,1.3125,-5.9375,-5.125,0.8125,2.0
gemma-2-2b,0,freq,desc,ja,zh,de,ja,悪い,好,「好」の反対は「,坏,16,15,1,8,14.5,13.0625,-1.4375,2.375,0.4375,-1.9375,2.0
gemma-2-2b,0,freq,desc,ja,zh,de,ko,나쁜,好,「好」の反対は「,坏,16,15,3653,2903,4.09375,4.5625,0.46875,-8.03125,-8.0625,-0.03125,2.0
gemma-2-2b,0,freq,desc,ja,zh,de,zh,坏,好,「好」の反対は「,坏,16,15,16,15,12.125,12.625,0.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,val,ja,zh,de,de,schlecht,好,「好」の反対は「,坏,16,11,33372,56376,-0.42578125,-6.3125,-5.88671875,-12.55078125,-14.625,-2.07421875,2.0
