model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,fr,zh,de,de,schlecht,好,"Le contraire de ""好"" est """,坏,4,4,648,648,6.90625,6.90625,0.0,-6.71875,-6.71875,0.0,2.0
qwen3-4b,0,desc,desc,fr,zh,de,en,bad,好,"Le contraire de ""好"" est """,坏,4,4,3,3,13.6875,13.6875,0.0,0.0625,0.0625,0.0,2.0
qwen3-4b,0,desc,desc,fr,zh,de,es,malo,好,"Le contraire de ""好"" est """,坏,4,4,11,11,11.75,11.75,0.0,-1.875,-1.875,0.0,2.0
qwen3-4b,0,desc,desc,fr,zh,de,fr,mauvais,好,"Le contraire de ""好"" est """,坏,4,4,0,0,16.625,16.625,0.0,3.0,3.0,0.0,2.0
qwen3-4b,0,desc,desc,fr,zh,de,ja,悪い,好,"Le contraire de ""好"" est """,坏,4,4,177,177,8.5625,8.5625,0.0,-5.0625,-5.0625,0.0,2.0
qwen3-4b,0,desc,desc,fr,zh,de,ko,나쁜,好,"Le contraire de ""好"" est """,坏,4,4,4157,4157,4.34375,4.34375,0.0,-9.28125,-9.28125,0.0,2.0
qwen3-4b,0,desc,desc,fr,zh,de,zh,坏,好,"Le contraire de ""好"" est """,坏,4,4,4,4,13.625,13.625,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,fr,zh,de,de,schlecht,好,"Le contraire de ""好"" est """,坏,4,7,648,848,6.90625,9.4375,2.53125,-6.71875,-5.125,1.59375,2.0
qwen3-4b,0,desc,val,fr,zh,de,en,bad,好,"Le contraire de ""好"" est """,坏,4,7,3,0,13.6875,16.5,2.8125,0.0625,1.9375,1.875,2.0
qwen3-4b,0,desc,val,fr,zh,de,es,malo,好,"Le contraire de ""好"" est """,坏,4,7,11,57,11.75,12.375,0.625,-1.875,-2.1875,-0.3125,2.0
qwen3-4b,0,desc,val,fr,zh,de,fr,mauvais,好,"Le contraire de ""好"" est """,坏,4,7,0,61,16.625,12.3125,-4.3125,3.0,-2.25,-5.25,2.0
