model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,5385,5360,4.9375,4.875,-0.0625,-13.1875,-13.25,-0.0625,2.0
gemma-2-2b,0,desc,desc,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9,9,15.25,15.25,0.0,-2.875,-2.875,0.0,2.0
gemma-2-2b,0,desc,desc,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1403,1425,7.21875,7.09375,-0.125,-10.90625,-11.03125,-0.125,2.0
gemma-2-2b,0,desc,desc,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,157,158,10.6875,10.625,-0.0625,-7.4375,-7.5,-0.0625,2.0
gemma-2-2b,0,desc,desc,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,18.125,18.125,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1144,1184,7.5,7.40625,-0.09375,-10.625,-10.71875,-0.09375,2.0
gemma-2-2b,0,desc,desc,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,29,13.4375,13.375,-0.0625,-4.6875,-4.75,-0.0625,2.0
gemma-2-2b,0,desc,val,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,5385,10305,4.9375,0.12109375,-4.81640625,-13.1875,-14.12890625,-0.94140625,2.0
gemma-2-2b,0,desc,val,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9,6,15.25,11.4375,-3.8125,-2.875,-2.8125,0.0625,2.0
gemma-2-2b,0,desc,val,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1403,1655,7.21875,3.109375,-4.109375,-10.90625,-11.140625,-0.234375,2.0
gemma-2-2b,0,desc,val,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,157,112,10.6875,7.0,-3.6875,-7.4375,-7.25,0.1875,2.0
gemma-2-2b,0,desc,val,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,18.125,14.25,-3.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1144,939,7.5,4.0,-3.5,-10.625,-10.25,0.375,2.0
gemma-2-2b,0,desc,val,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,35,13.4375,8.75,-4.6875,-4.6875,-5.5,-0.8125,2.0
gemma-2-2b,0,desc,freq,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,76,5385,5572,4.9375,2.765625,-2.171875,-13.1875,-6.546875,6.640625,2.0
gemma-2-2b,0,desc,freq,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,76,9,7,15.25,12.3125,-2.9375,-2.875,3.0,5.875,2.0
gemma-2-2b,0,desc,freq,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,76,1403,3081,7.21875,3.84375,-3.375,-10.90625,-5.46875,5.4375,2.0
gemma-2-2b,0,desc,freq,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,76,157,27,10.6875,10.5625,-0.125,-7.4375,1.25,8.6875,2.0
gemma-2-2b,0,desc,freq,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,76,0,76,18.125,9.3125,-8.8125,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,76,1144,575,7.5,6.5,-1.0,-10.625,-2.8125,7.8125,2.0
gemma-2-2b,0,desc,freq,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,76,28,492,13.4375,6.78125,-6.65625,-4.6875,-2.53125,2.15625,2.0
gemma-2-2b,0,val,desc,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,63,5385,9,4.9375,15.5625,10.625,-13.1875,2.125,15.3125,2.0
gemma-2-2b,0,val,desc,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,63,9,412,15.25,10.75,-4.5,-2.875,-2.6875,0.1875,2.0
gemma-2-2b,0,val,desc,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,63,1403,77996,7.21875,0.53515625,-6.68359375,-10.90625,-12.90234375,-1.99609375,2.0
gemma-2-2b,0,val,desc,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,63,157,1206,10.6875,9.25,-1.4375,-7.4375,-4.1875,3.25,2.0
gemma-2-2b,0,val,desc,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,63,0,63,18.125,13.4375,-4.6875,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,63,1144,506,7.5,10.5625,3.0625,-10.625,-2.875,7.75,2.0
gemma-2-2b,0,val,desc,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,63,28,48,13.4375,13.875,0.4375,-4.6875,0.4375,5.125,2.0
gemma-2-2b,0,val,val,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,5385,5737,4.9375,5.96875,1.03125,-13.1875,-13.40625,-0.21875,2.0
gemma-2-2b,0,val,val,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,9,7,15.25,17.0,1.75,-2.875,-2.375,0.5,2.0
gemma-2-2b,0,val,val,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1403,1804,7.21875,8.0,0.78125,-10.90625,-11.375,-0.46875,2.0
gemma-2-2b,0,val,val,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,157,101,10.6875,12.625,1.9375,-7.4375,-6.75,0.6875,2.0
gemma-2-2b,0,val,val,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,0,0,18.125,19.375,1.25,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,1144,2355,7.5,7.5625,0.0625,-10.625,-11.8125,-1.1875,2.0
gemma-2-2b,0,val,val,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,0,28,41,13.4375,14.25,0.8125,-4.6875,-5.125,-0.4375,2.0
gemma-2-2b,0,val,freq,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,1596,5385,198,4.9375,9.5625,4.625,-13.1875,3.21875,16.40625,2.0
gemma-2-2b,0,val,freq,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,1596,9,35,15.25,11.75,-3.5,-2.875,5.40625,8.28125,2.0
gemma-2-2b,0,val,freq,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,1596,1403,32362,7.21875,-0.04296875,-7.26171875,-10.90625,-6.38671875,4.51953125,2.0
gemma-2-2b,0,val,freq,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,1596,157,271,10.6875,9.125,-1.5625,-7.4375,2.78125,10.21875,2.0
gemma-2-2b,0,val,freq,es,ja,de,ja,悪い,良い,"Lo opuesto de ""良い"" es """,悪い,0,1596,0,1596,18.125,6.34375,-11.78125,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,es,ja,de,ko,나쁜,良い,"Lo opuesto de ""良い"" es """,悪い,0,1596,1144,338,7.5,8.875,1.375,-10.625,2.53125,13.15625,2.0
gemma-2-2b,0,val,freq,es,ja,de,zh,坏,良い,"Lo opuesto de ""良い"" es """,悪い,0,1596,28,242,13.4375,9.3125,-4.125,-4.6875,2.96875,7.65625,2.0
gemma-2-2b,0,freq,desc,es,ja,de,de,schlecht,良い,"Lo opuesto de ""良い"" es """,悪い,0,1,5385,4102,4.9375,5.46875,0.53125,-13.1875,-11.28125,1.90625,2.0
gemma-2-2b,0,freq,desc,es,ja,de,en,bad,良い,"Lo opuesto de ""良い"" es """,悪い,0,1,9,7,15.25,16.0,0.75,-2.875,-0.75,2.125,2.0
gemma-2-2b,0,freq,desc,es,ja,de,es,malo,良い,"Lo opuesto de ""良い"" es """,悪い,0,1,1403,1253,7.21875,7.46875,0.25,-10.90625,-9.28125,1.625,2.0
gemma-2-2b,0,freq,desc,es,ja,de,fr,mauvais,良い,"Lo opuesto de ""良い"" es """,悪い,0,1,157,81,10.6875,11.75,1.0625,-7.4375,-5.0,2.4375,2.0
