model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,ja,es,de,de,schlecht,bueno,「bueno」の反対は「,malo,1,1,3757,4309,4.5,4.21875,-0.28125,-16.375,-16.78125,-0.40625,2.0
qwen3-4b,0,desc,desc,ja,es,de,en,bad,bueno,「bueno」の反対は「,malo,1,1,31,31,12.0625,12.0625,0.0,-8.8125,-8.9375,-0.125,2.0
qwen3-4b,0,desc,desc,ja,es,de,es,malo,bueno,「bueno」の反対は「,malo,1,1,1,1,20.875,21.0,0.125,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,ja,es,de,fr,mauvais,bueno,「bueno」の反対は「,malo,1,1,17,17,12.9375,13.0,0.0625,-7.9375,-8.0,-0.0625,2.0
qwen3-4b,0,desc,desc,ja,es,de,ja,悪い,bueno,「bueno」の反対は「,malo,1,1,10,10,13.5,13.5625,0.0625,-7.375,-7.4375,-0.0625,2.0
qwen3-4b,0,desc,desc,ja,es,de,ko,나쁜,bueno,「bueno」の反対は「,malo,1,1,1348,1351,6.15625,6.125,-0.03125,-14.71875,-14.875,-0.15625,2.0
qwen3-4b,0,desc,desc,ja,es,de,zh,坏,bueno,「bueno」の反対は「,malo,1,1,2207,2264,5.375,5.3125,-0.0625,-15.5,-15.6875,-0.1875,2.0
qwen3-4b,0,desc,val,ja,es,de,de,schlecht,bueno,「bueno」の反対は「,malo,1,4,3757,1841,4.5,8.875,4.375,-16.375,-5.6875,10.6875,2.0
qwen3-4b,0,desc,val,ja,es,de,en,bad,bueno,「bueno」の反対は「,malo,1,4,31,1,12.0625,14.9375,2.875,-8.8125,0.375,9.1875,2.0
qwen3-4b,0,desc,val,ja,es,de,es,malo,bueno,「bueno」の反対は「,malo,1,4,1,4,20.875,14.5625,-6.3125,0.0,0.0,0.0,2.0
