model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,ko,fr,de,de,schlecht,bon,"""bon""의 반대말은 """,mauvais,22,22,1170,1170,14.75,14.75,0.0,-5.0,-5.0,0.0,2.0
gemma-2-2b,0,desc,desc,ko,fr,de,en,bad,bon,"""bon""의 반대말은 """,mauvais,22,22,0,0,23.75,23.75,0.0,4.0,4.0,0.0,2.0
gemma-2-2b,0,desc,desc,ko,fr,de,es,malo,bon,"""bon""의 반대말은 """,mauvais,22,22,123,123,17.875,17.875,0.0,-1.875,-1.875,0.0,2.0
gemma-2-2b,0,desc,desc,ko,fr,de,fr,mauvais,bon,"""bon""의 반대말은 """,mauvais,22,22,22,22,19.75,19.75,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,ko,fr,de,ja,悪い,bon,"""bon""의 반대말은 """,mauvais,22,22,98,98,18.125,18.125,0.0,-1.625,-1.625,0.0,2.0
gemma-2-2b,0,desc,desc,ko,fr,de,ko,나쁜,bon,"""bon""의 반대말은 """,mauvais,22,22,21,21,19.875,19.875,0.0,0.125,0.125,0.0,2.0
gemma-2-2b,0,desc,desc,ko,fr,de,zh,坏,bon,"""bon""의 반대말은 """,mauvais,22,22,114,114,18.0,18.0,0.0,-1.75,-1.75,0.0,2.0
gemma-2-2b,0,desc,val,ko,fr,de,de,schlecht,bon,"""bon""의 반대말은 """,mauvais,22,10,1170,2881,14.75,10.0625,-4.6875,-5.0,-6.8125,-1.8125,2.0
gemma-2-2b,0,desc,val,ko,fr,de,en,bad,bon,"""bon""의 반대말은 """,mauvais,22,10,0,0,23.75,21.25,-2.5,4.0,4.375,0.375,2.0
gemma-2-2b,0,desc,val,ko,fr,de,es,malo,bon,"""bon""의 반대말은 """,mauvais,22,10,123,108,17.875,14.25,-3.625,-1.875,-2.625,-0.75,2.0
gemma-2-2b,0,desc,val,ko,fr,de,fr,mauvais,bon,"""bon""의 반대말은 """,mauvais,22,10,22,10,19.75,16.875,-2.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,ko,fr,de,ja,悪い,bon,"""bon""의 반대말은 """,mauvais,22,10,98,58,18.125,14.875,-3.25,-1.625,-2.0,-0.375,2.0
gemma-2-2b,0,desc,val,ko,fr,de,ko,나쁜,bon,"""bon""의 반대말은 """,mauvais,22,10,21,17,19.875,16.375,-3.5,0.125,-0.5,-0.625,2.0
gemma-2-2b,0,desc,val,ko,fr,de,zh,坏,bon,"""bon""의 반대말은 """,mauvais,22,10,114,110,18.0,14.25,-3.75,-1.75,-2.625,-0.875,2.0
gemma-2-2b,0,desc,freq,ko,fr,de,de,schlecht,bon,"""bon""의 반대말은 """,mauvais,22,5,1170,679,14.75,13.0,-1.75,-5.0,-4.75,0.25,2.0
gemma-2-2b,0,desc,freq,ko,fr,de,en,bad,bon,"""bon""의 반대말은 """,mauvais,22,5,0,0,23.75,20.625,-3.125,4.0,2.875,-1.125,2.0
gemma-2-2b,0,desc,freq,ko,fr,de,es,malo,bon,"""bon""의 반대말은 """,mauvais,22,5,123,476,17.875,13.5625,-4.3125,-1.875,-4.1875,-2.3125,2.0
gemma-2-2b,0,desc,freq,ko,fr,de,fr,mauvais,bon,"""bon""의 반대말은 """,mauvais,22,5,22,5,19.75,17.75,-2.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,ko,fr,de,ja,悪い,bon,"""bon""의 반대말은 """,mauvais,22,5,98,6493,18.125,9.6875,-8.4375,-1.625,-8.0625,-6.4375,2.0
gemma-2-2b,0,desc,freq,ko,fr,de,ko,나쁜,bon,"""bon""의 반대말은 """,mauvais,22,5,21,218,19.875,14.4375,-5.4375,0.125,-3.3125,-3.4375,2.0
gemma-2-2b,0,desc,freq,ko,fr,de,zh,坏,bon,"""bon""의 반대말은 """,mauvais,22,5,114,2893,18.0,11.0,-7.0,-1.75,-6.75,-5.0,2.0
gemma-2-2b,0,val,desc,ko,fr,de,de,schlecht,bon,"""bon""의 반대말은 """,mauvais,22,1875,1170,2,14.75,20.625,5.875,-5.0,6.75,11.75,2.0
gemma-2-2b,0,val,desc,ko,fr,de,en,bad,bon,"""bon""의 반대말은 """,mauvais,22,1875,0,5,23.75,19.75,-4.0,4.0,5.875,1.875,2.0
gemma-2-2b,0,val,desc,ko,fr,de,es,malo,bon,"""bon""의 반대말은 """,mauvais,22,1875,123,63148,17.875,7.0,-10.875,-1.875,-6.875,-5.0,2.0
gemma-2-2b,0,val,desc,ko,fr,de,fr,mauvais,bon,"""bon""의 반대말은 """,mauvais,22,1875,22,1875,19.75,13.875,-5.875,0.0,0.0,0.0,2.0
