model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,es,zh,de,de,schlecht,好,"Lo opuesto de ""好"" es """,坏,4,4,6270,6270,4.15625,4.15625,0.0,-11.40625,-11.40625,0.0,2.0
qwen3-4b,0,desc,desc,es,zh,de,en,bad,好,"Lo opuesto de ""好"" es """,坏,4,4,7,7,14.5625,14.5625,0.0,-1.0,-1.0,0.0,2.0
qwen3-4b,0,desc,desc,es,zh,de,es,malo,好,"Lo opuesto de ""好"" es """,坏,4,4,5,5,15.25,15.25,0.0,-0.3125,-0.3125,0.0,2.0
qwen3-4b,0,desc,desc,es,zh,de,fr,mauvais,好,"Lo opuesto de ""好"" es """,坏,4,4,6,6,15.1875,15.1875,0.0,-0.375,-0.375,0.0,2.0
qwen3-4b,0,desc,desc,es,zh,de,ja,悪い,好,"Lo opuesto de ""好"" es """,坏,4,4,452,452,8.0625,8.0625,0.0,-7.5,-7.5,0.0,2.0
qwen3-4b,0,desc,desc,es,zh,de,ko,나쁜,好,"Lo opuesto de ""好"" es """,坏,4,4,2271,2271,5.625,5.625,0.0,-9.9375,-9.9375,0.0,2.0
qwen3-4b,0,desc,desc,es,zh,de,zh,坏,好,"Lo opuesto de ""好"" es """,坏,4,4,4,4,15.5625,15.5625,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,es,zh,de,de,schlecht,好,"Lo opuesto de ""好"" es """,坏,4,6,6270,2640,4.15625,7.84375,3.6875,-11.40625,-6.46875,4.9375,2.0
qwen3-4b,0,desc,val,es,zh,de,en,bad,好,"Lo opuesto de ""好"" es """,坏,4,6,7,1,14.5625,15.5625,1.0,-1.0,1.25,2.25,2.0
qwen3-4b,0,desc,val,es,zh,de,es,malo,好,"Lo opuesto de ""好"" es """,坏,4,6,5,34,15.25,12.8125,-2.4375,-0.3125,-1.5,-1.1875,2.0
qwen3-4b,0,desc,val,es,zh,de,fr,mauvais,好,"Lo opuesto de ""好"" es """,坏,4,6,6,128,15.1875,11.25,-3.9375,-0.375,-3.0625,-2.6875,2.0
