model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,ko,ko,de,de,schlecht,좋은,"""좋은""의 반대말은 """,나쁜,0,0,8881,8881,5.4375,5.4375,0.0,-12.4375,-12.4375,0.0,2.0
gemma-2-2b,0,desc,desc,ko,ko,de,en,bad,좋은,"""좋은""의 반대말은 """,나쁜,0,0,4,4,17.0,17.0,0.0,-0.875,-0.875,0.0,2.0
gemma-2-2b,0,desc,desc,ko,ko,de,es,malo,좋은,"""좋은""의 반대말은 """,나쁜,0,0,440,440,10.5625,10.5625,0.0,-7.3125,-7.3125,0.0,2.0
gemma-2-2b,0,desc,desc,ko,ko,de,fr,mauvais,좋은,"""좋은""의 반대말은 """,나쁜,0,0,1049,1049,8.875,8.875,0.0,-9.0,-9.0,0.0,2.0
gemma-2-2b,0,desc,desc,ko,ko,de,ja,悪い,좋은,"""좋은""의 반대말은 """,나쁜,0,0,238,238,11.625,11.625,0.0,-6.25,-6.25,0.0,2.0
gemma-2-2b,0,desc,desc,ko,ko,de,ko,나쁜,좋은,"""좋은""의 반대말은 """,나쁜,0,0,0,0,17.875,17.875,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,ko,ko,de,zh,坏,좋은,"""좋은""의 반대말은 """,나쁜,0,0,103,103,12.9375,12.9375,0.0,-4.9375,-4.9375,0.0,2.0
gemma-2-2b,0,desc,val,ko,ko,de,de,schlecht,좋은,"""좋은""의 반대말은 """,나쁜,0,0,8881,19710,5.4375,1.6484375,-3.7890625,-12.4375,-13.4765625,-1.0390625,2.0
gemma-2-2b,0,desc,val,ko,ko,de,en,bad,좋은,"""좋은""의 반대말은 """,나쁜,0,0,4,2,17.0,14.4375,-2.5625,-0.875,-0.6875,0.1875,2.0
gemma-2-2b,0,desc,val,ko,ko,de,es,malo,좋은,"""좋은""의 반대말은 """,나쁜,0,0,440,468,10.5625,7.5,-3.0625,-7.3125,-7.625,-0.3125,2.0
gemma-2-2b,0,desc,val,ko,ko,de,fr,mauvais,좋은,"""좋은""의 반대말은 """,나쁜,0,0,1049,792,8.875,6.78125,-2.09375,-9.0,-8.34375,0.65625,2.0
