model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,en,ko,de,de,schlecht,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,5270,5270,0.86328125,0.86328125,0.0,-12.76171875,-12.76171875,0.0,2.0
gemma-2-2b,0,desc,desc,en,ko,de,en,bad,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,20,20,9.75,9.75,0.0,-3.875,-3.875,0.0,2.0
gemma-2-2b,0,desc,desc,en,ko,de,es,malo,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,478,478,4.8125,4.8125,0.0,-8.8125,-8.8125,0.0,2.0
gemma-2-2b,0,desc,desc,en,ko,de,fr,mauvais,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,1119,1119,3.3125,3.3125,0.0,-10.3125,-10.3125,0.0,2.0
gemma-2-2b,0,desc,desc,en,ko,de,ja,悪い,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,315,315,5.46875,5.46875,0.0,-8.15625,-8.15625,0.0,2.0
gemma-2-2b,0,desc,desc,en,ko,de,ko,나쁜,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,0,0,13.625,13.625,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,en,ko,de,zh,坏,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,85,85,7.6875,7.6875,0.0,-5.9375,-5.9375,0.0,2.0
gemma-2-2b,0,desc,val,en,ko,de,de,schlecht,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,5270,10506,0.86328125,-0.1669921875,-1.0302734375,-12.76171875,-12.4794921875,0.2822265625,2.0
gemma-2-2b,0,desc,val,en,ko,de,en,bad,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,20,10,9.75,9.375,-0.375,-3.875,-2.9375,0.9375,2.0
gemma-2-2b,0,desc,val,en,ko,de,es,malo,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,478,476,4.8125,4.5,-0.3125,-8.8125,-7.8125,1.0,2.0
gemma-2-2b,0,desc,val,en,ko,de,fr,mauvais,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,1119,768,3.3125,3.8125,0.5,-10.3125,-8.5,1.8125,2.0
gemma-2-2b,0,desc,val,en,ko,de,ja,悪い,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,315,402,5.46875,4.71875,-0.75,-8.15625,-7.59375,0.5625,2.0
gemma-2-2b,0,desc,val,en,ko,de,ko,나쁜,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,0,0,13.625,12.3125,-1.3125,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,en,ko,de,zh,坏,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,85,101,7.6875,6.65625,-1.03125,-5.9375,-5.65625,0.28125,2.0
gemma-2-2b,0,desc,freq,en,ko,de,de,schlecht,좋은,"The opposite of ""좋은"" is """,나쁜,0,4,5270,20149,0.86328125,-2.515625,-3.37890625,-12.76171875,-13.578125,-0.81640625,2.0
gemma-2-2b,0,desc,freq,en,ko,de,en,bad,좋은,"The opposite of ""좋은"" is """,나쁜,0,4,20,33,9.75,8.0,-1.75,-3.875,-3.0625,0.8125,2.0
gemma-2-2b,0,desc,freq,en,ko,de,es,malo,좋은,"The opposite of ""좋은"" is """,나쁜,0,4,478,2247,4.8125,1.9765625,-2.8359375,-8.8125,-9.0859375,-0.2734375,2.0
gemma-2-2b,0,desc,freq,en,ko,de,fr,mauvais,좋은,"The opposite of ""좋은"" is """,나쁜,0,4,1119,203,3.3125,5.875,2.5625,-10.3125,-5.1875,5.125,2.0
gemma-2-2b,0,desc,freq,en,ko,de,ja,悪い,좋은,"The opposite of ""좋은"" is """,나쁜,0,4,315,4251,5.46875,0.828125,-4.640625,-8.15625,-10.234375,-2.078125,2.0
gemma-2-2b,0,desc,freq,en,ko,de,ko,나쁜,좋은,"The opposite of ""좋은"" is """,나쁜,0,4,0,4,13.625,11.0625,-2.5625,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,en,ko,de,zh,坏,좋은,"The opposite of ""좋은"" is """,나쁜,0,4,85,1526,7.6875,2.671875,-5.015625,-5.9375,-8.390625,-2.453125,2.0
gemma-2-2b,0,val,desc,en,ko,de,de,schlecht,좋은,"The opposite of ""좋은"" is """,나쁜,0,3,5270,10,0.86328125,13.3125,12.44921875,-12.76171875,-1.5625,11.19921875,2.0
gemma-2-2b,0,val,desc,en,ko,de,en,bad,좋은,"The opposite of ""좋은"" is """,나쁜,0,3,20,834,9.75,7.0,-2.75,-3.875,-7.875,-4.0,2.0
gemma-2-2b,0,val,desc,en,ko,de,es,malo,좋은,"The opposite of ""좋은"" is """,나쁜,0,3,478,60603,4.8125,-1.2109375,-6.0234375,-8.8125,-16.0859375,-7.2734375,2.0
gemma-2-2b,0,val,desc,en,ko,de,fr,mauvais,좋은,"The opposite of ""좋은"" is """,나쁜,0,3,1119,12611,3.3125,2.5,-0.8125,-10.3125,-12.375,-2.0625,2.0
gemma-2-2b,0,val,desc,en,ko,de,ja,悪い,좋은,"The opposite of ""좋은"" is """,나쁜,0,3,315,2823,5.46875,5.125,-0.34375,-8.15625,-9.75,-1.59375,2.0
