model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,en,ko,de,de,schlecht,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,4537,4537,3.234375,3.234375,0.0,-13.515625,-13.515625,0.0,2.0
qwen3-4b,0,desc,desc,en,ko,de,en,bad,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,19,19,11.0,11.0,0.0,-5.75,-5.75,0.0,2.0
qwen3-4b,0,desc,desc,en,ko,de,es,malo,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,1163,1163,5.1875,5.1875,0.0,-11.5625,-11.5625,0.0,2.0
qwen3-4b,0,desc,desc,en,ko,de,fr,mauvais,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,879,879,5.5625,5.5625,0.0,-11.1875,-11.1875,0.0,2.0
qwen3-4b,0,desc,desc,en,ko,de,ja,悪い,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,37,37,10.3125,10.3125,0.0,-6.4375,-6.4375,0.0,2.0
qwen3-4b,0,desc,desc,en,ko,de,ko,나쁜,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,0,0,16.75,16.75,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,en,ko,de,zh,坏,좋은,"The opposite of ""좋은"" is """,나쁜,0,0,29,29,10.5625,10.5625,0.0,-6.1875,-6.1875,0.0,2.0
qwen3-4b,0,desc,val,en,ko,de,de,schlecht,좋은,"The opposite of ""좋은"" is """,나쁜,0,250,4537,2486,3.234375,8.4375,5.203125,-13.515625,-2.4375,11.078125,2.0
qwen3-4b,0,desc,val,en,ko,de,en,bad,좋은,"The opposite of ""좋은"" is """,나쁜,0,250,19,0,11.0,16.75,5.75,-5.75,5.875,11.625,2.0
qwen3-4b,0,desc,val,en,ko,de,es,malo,좋은,"The opposite of ""좋은"" is """,나쁜,0,250,1163,182,5.1875,11.1875,6.0,-11.5625,0.3125,11.875,2.0
