model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,fr,ja,de,de,schlecht,良い,"Le contraire de ""良い"" est """,悪い,0,0,7223,7223,4.34375,4.34375,0.0,-14.65625,-14.65625,0.0,2.0
gemma-2-2b,0,desc,desc,fr,ja,de,en,bad,良い,"Le contraire de ""良い"" est """,悪い,0,0,7,7,15.8125,15.8125,0.0,-3.1875,-3.1875,0.0,2.0
gemma-2-2b,0,desc,desc,fr,ja,de,es,malo,良い,"Le contraire de ""良い"" est """,悪い,0,0,1415,1415,7.25,7.25,0.0,-11.75,-11.75,0.0,2.0
gemma-2-2b,0,desc,desc,fr,ja,de,fr,mauvais,良い,"Le contraire de ""良い"" est """,悪い,0,0,70,70,12.125,12.125,0.0,-6.875,-6.875,0.0,2.0
gemma-2-2b,0,desc,desc,fr,ja,de,ja,悪い,良い,"Le contraire de ""良い"" est """,悪い,0,0,0,0,19.0,19.0,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,fr,ja,de,ko,나쁜,良い,"Le contraire de ""良い"" est """,悪い,0,0,1864,1864,6.8125,6.8125,0.0,-12.1875,-12.1875,0.0,2.0
gemma-2-2b,0,desc,desc,fr,ja,de,zh,坏,良い,"Le contraire de ""良い"" est """,悪い,0,0,41,41,13.1875,13.1875,0.0,-5.8125,-5.8125,0.0,2.0
gemma-2-2b,0,desc,val,fr,ja,de,de,schlecht,良い,"Le contraire de ""良い"" est """,悪い,0,0,7223,13497,4.34375,-0.345703125,-4.689453125,-14.65625,-15.470703125,-0.814453125,2.0
gemma-2-2b,0,desc,val,fr,ja,de,en,bad,良い,"Le contraire de ""良い"" est """,悪い,0,0,7,4,15.8125,12.125,-3.6875,-3.1875,-3.0,0.1875,2.0
gemma-2-2b,0,desc,val,fr,ja,de,es,malo,良い,"Le contraire de ""良い"" est """,悪い,0,0,1415,1486,7.25,3.40625,-3.84375,-11.75,-11.71875,0.03125,2.0
gemma-2-2b,0,desc,val,fr,ja,de,fr,mauvais,良い,"Le contraire de ""良い"" est """,悪い,0,0,70,53,12.125,8.4375,-3.6875,-6.875,-6.6875,0.1875,2.0
gemma-2-2b,0,desc,val,fr,ja,de,ja,悪い,良い,"Le contraire de ""良い"" est """,悪い,0,0,0,0,19.0,15.125,-3.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,fr,ja,de,ko,나쁜,良い,"Le contraire de ""良い"" est """,悪い,0,0,1864,1492,6.8125,3.40625,-3.40625,-12.1875,-11.71875,0.46875,2.0
gemma-2-2b,0,desc,val,fr,ja,de,zh,坏,良い,"Le contraire de ""良い"" est """,悪い,0,0,41,51,13.1875,8.5,-4.6875,-5.8125,-6.625,-0.8125,2.0
gemma-2-2b,0,desc,freq,fr,ja,de,de,schlecht,良い,"Le contraire de ""良い"" est """,悪い,0,53,7223,6507,4.34375,1.859375,-2.484375,-14.65625,-7.390625,7.265625,2.0
gemma-2-2b,0,desc,freq,fr,ja,de,en,bad,良い,"Le contraire de ""良い"" est """,悪い,0,53,7,7,15.8125,11.75,-4.0625,-3.1875,2.5,5.6875,2.0
gemma-2-2b,0,desc,freq,fr,ja,de,es,malo,良い,"Le contraire de ""良い"" est """,悪い,0,53,1415,3693,7.25,2.9375,-4.3125,-11.75,-6.3125,5.4375,2.0
gemma-2-2b,0,desc,freq,fr,ja,de,fr,mauvais,良い,"Le contraire de ""良い"" est """,悪い,0,53,70,12,12.125,10.8125,-1.3125,-6.875,1.5625,8.4375,2.0
gemma-2-2b,0,desc,freq,fr,ja,de,ja,悪い,良い,"Le contraire de ""良い"" est """,悪い,0,53,0,53,19.0,9.25,-9.75,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,fr,ja,de,ko,나쁜,良い,"Le contraire de ""良い"" est """,悪い,0,53,1864,889,6.8125,5.3125,-1.5,-12.1875,-3.9375,8.25,2.0
gemma-2-2b,0,desc,freq,fr,ja,de,zh,坏,良い,"Le contraire de ""良い"" est """,悪い,0,53,41,684,13.1875,5.6875,-7.5,-5.8125,-3.5625,2.25,2.0
gemma-2-2b,0,val,desc,fr,ja,de,de,schlecht,良い,"Le contraire de ""良い"" est """,悪い,0,35,7223,11,4.34375,15.125,10.78125,-14.65625,1.375,16.03125,2.0
gemma-2-2b,0,val,desc,fr,ja,de,en,bad,良い,"Le contraire de ""良い"" est """,悪い,0,35,7,344,15.8125,10.625,-5.1875,-3.1875,-3.125,0.0625,2.0
gemma-2-2b,0,val,desc,fr,ja,de,es,malo,良い,"Le contraire de ""良い"" est """,悪い,0,35,1415,83322,7.25,-0.37109375,-7.62109375,-11.75,-14.12109375,-2.37109375,2.0
gemma-2-2b,0,val,desc,fr,ja,de,fr,mauvais,良い,"Le contraire de ""良い"" est """,悪い,0,35,70,538,12.125,9.9375,-2.1875,-6.875,-3.8125,3.0625,2.0
gemma-2-2b,0,val,desc,fr,ja,de,ja,悪い,良い,"Le contraire de ""良い"" est """,悪い,0,35,0,35,19.0,13.75,-5.25,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,fr,ja,de,ko,나쁜,良い,"Le contraire de ""良い"" est """,悪い,0,35,1864,866,6.8125,9.3125,2.5,-12.1875,-4.4375,7.75,2.0
gemma-2-2b,0,val,desc,fr,ja,de,zh,坏,良い,"Le contraire de ""良い"" est """,悪い,0,35,41,72,13.1875,12.9375,-0.25,-5.8125,-0.8125,5.0,2.0
gemma-2-2b,0,val,val,fr,ja,de,de,schlecht,良い,"Le contraire de ""良い"" est """,悪い,0,0,7223,8073,4.34375,5.25,0.90625,-14.65625,-14.75,-0.09375,2.0
