model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,de,es,de,de,schlecht,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,1,143,143,14.5625,14.5625,0.0,-8.3125,-8.3125,0.0,2.0
gemma-2-2b,0,desc,desc,de,es,de,en,bad,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,1,10,10,18.125,18.125,0.0,-4.75,-4.75,0.0,2.0
gemma-2-2b,0,desc,desc,de,es,de,es,malo,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,1,1,1,22.875,22.875,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,de,es,de,fr,mauvais,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,1,46,46,16.5,16.5,0.0,-6.375,-6.375,0.0,2.0
gemma-2-2b,0,desc,desc,de,es,de,ja,悪い,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,1,23965,23965,4.59375,4.59375,0.0,-18.28125,-18.28125,0.0,2.0
gemma-2-2b,0,desc,desc,de,es,de,ko,나쁜,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,1,16576,16576,5.4375,5.4375,0.0,-17.4375,-17.4375,0.0,2.0
gemma-2-2b,0,desc,desc,de,es,de,zh,坏,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,1,2045,2045,9.875,9.875,0.0,-13.0,-13.0,0.0,2.0
gemma-2-2b,0,desc,val,de,es,de,de,schlecht,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,0,143,239,14.5625,9.5625,-5.0,-8.3125,-10.1875,-1.875,2.0
gemma-2-2b,0,desc,val,de,es,de,en,bad,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,0,10,6,18.125,15.375,-2.75,-4.75,-4.375,0.375,2.0
gemma-2-2b,0,desc,val,de,es,de,es,malo,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,0,1,0,22.875,19.75,-3.125,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,de,es,de,fr,mauvais,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,0,46,20,16.5,13.0,-3.5,-6.375,-6.75,-0.375,2.0
gemma-2-2b,0,desc,val,de,es,de,ja,悪い,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,0,23965,17326,4.59375,1.8515625,-2.7421875,-18.28125,-17.8984375,0.3828125,2.0
gemma-2-2b,0,desc,val,de,es,de,ko,나쁜,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,0,16576,15400,5.4375,2.109375,-3.328125,-17.4375,-17.640625,-0.203125,2.0
gemma-2-2b,0,desc,val,de,es,de,zh,坏,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,0,2045,1593,9.875,6.4375,-3.4375,-13.0,-13.3125,-0.3125,2.0
gemma-2-2b,0,desc,freq,de,es,de,de,schlecht,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,2,143,45,14.5625,13.0,-1.5625,-8.3125,-3.75,4.5625,2.0
gemma-2-2b,0,desc,freq,de,es,de,en,bad,bueno,"Das Gegenteil von ""bueno"" ist """,malo,1,2,10,1,18.125,17.125,-1.0,-4.75,0.375,5.125,2.0
