model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,10,10,2068,2068,11.5625,11.5625,0.0,-7.1875,-7.1875,0.0,2.0
gemma-2-2b,0,desc,desc,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,10,10,0,0,23.125,23.125,0.0,4.375,4.375,0.0,2.0
gemma-2-2b,0,desc,desc,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,10,10,71,71,16.625,16.625,0.0,-2.125,-2.125,0.0,2.0
gemma-2-2b,0,desc,desc,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,10,10,10,10,18.75,18.75,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,10,10,205,205,15.0,15.0,0.0,-3.75,-3.75,0.0,2.0
gemma-2-2b,0,desc,desc,zh,fr,de,ko,나쁜,bon,"""bon""的反义词是""",mauvais,10,10,4260,4260,10.4375,10.4375,0.0,-8.3125,-8.3125,0.0,2.0
gemma-2-2b,0,desc,desc,zh,fr,de,zh,坏,bon,"""bon""的反义词是""",mauvais,10,10,1,1,20.75,20.75,0.0,2.0,2.0,0.0,2.0
gemma-2-2b,0,desc,val,zh,fr,de,de,schlecht,bon,"""bon""的反义词是""",mauvais,10,5,2068,4103,11.5625,6.4375,-5.125,-7.1875,-8.9375,-1.75,2.0
gemma-2-2b,0,desc,val,zh,fr,de,en,bad,bon,"""bon""的反义词是""",mauvais,10,5,0,0,23.125,20.25,-2.875,4.375,4.875,0.5,2.0
gemma-2-2b,0,desc,val,zh,fr,de,es,malo,bon,"""bon""的反义词是""",mauvais,10,5,71,55,16.625,12.375,-4.25,-2.125,-3.0,-0.875,2.0
gemma-2-2b,0,desc,val,zh,fr,de,fr,mauvais,bon,"""bon""的反义词是""",mauvais,10,5,10,5,18.75,15.375,-3.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,zh,fr,de,ja,悪い,bon,"""bon""的反义词是""",mauvais,10,5,205,138,15.0,11.125,-3.875,-3.75,-4.25,-0.5,2.0
