model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,desc,desc,zh,ko,de,de,schlecht,좋은,"""좋은""的反义词是""",나쁜,189,189,15939,15939,5.03125,5.03125,0.0,-7.90625,-7.90625,0.0,2.0
gemma-2-2b,0,desc,desc,zh,ko,de,en,bad,좋은,"""좋은""的反义词是""",나쁜,189,189,4,4,19.125,19.125,0.0,6.1875,6.1875,0.0,2.0
gemma-2-2b,0,desc,desc,zh,ko,de,es,malo,좋은,"""좋은""的反义词是""",나쁜,189,189,185,185,12.9375,12.9375,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,zh,ko,de,fr,mauvais,좋은,"""좋은""的反义词是""",나쁜,189,189,1087,1087,10.0625,10.0625,0.0,-2.875,-2.875,0.0,2.0
gemma-2-2b,0,desc,desc,zh,ko,de,ja,悪い,좋은,"""좋은""的反义词是""",나쁜,189,189,79,79,14.125,14.125,0.0,1.1875,1.1875,0.0,2.0
gemma-2-2b,0,desc,desc,zh,ko,de,ko,나쁜,좋은,"""좋은""的反义词是""",나쁜,189,189,189,189,12.9375,12.9375,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,zh,ko,de,zh,坏,좋은,"""좋은""的反义词是""",나쁜,189,189,0,0,21.375,21.375,0.0,8.4375,8.4375,0.0,2.0
gemma-2-2b,0,desc,val,zh,ko,de,de,schlecht,좋은,"""좋은""的反义词是""",나쁜,189,119,15939,30910,5.03125,0.1953125,-4.8359375,-7.90625,-9.2421875,-1.3359375,2.0
gemma-2-2b,0,desc,val,zh,ko,de,en,bad,좋은,"""좋은""的反义词是""",나쁜,189,119,4,2,19.125,15.8125,-3.3125,6.1875,6.375,0.1875,2.0
gemma-2-2b,0,desc,val,zh,ko,de,es,malo,좋은,"""좋은""的反义词是""",나쁜,189,119,185,245,12.9375,8.4375,-4.5,0.0,-1.0,-1.0,2.0
gemma-2-2b,0,desc,val,zh,ko,de,fr,mauvais,좋은,"""좋은""的反义词是""",나쁜,189,119,1087,640,10.0625,7.1875,-2.875,-2.875,-2.25,0.625,2.0
gemma-2-2b,0,desc,val,zh,ko,de,ja,悪い,좋은,"""좋은""的反义词是""",나쁜,189,119,79,61,14.125,10.375,-3.75,1.1875,0.9375,-0.25,2.0
gemma-2-2b,0,desc,val,zh,ko,de,ko,나쁜,좋은,"""좋은""的反义词是""",나쁜,189,119,189,119,12.9375,9.4375,-3.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,zh,ko,de,zh,坏,좋은,"""좋은""的反义词是""",나쁜,189,119,0,0,21.375,17.625,-3.75,8.4375,8.1875,-0.25,2.0
gemma-2-2b,0,desc,freq,zh,ko,de,de,schlecht,좋은,"""좋은""的反义词是""",나쁜,189,3,15939,18034,5.03125,2.359375,-2.671875,-7.90625,-12.578125,-4.671875,2.0
gemma-2-2b,0,desc,freq,zh,ko,de,en,bad,좋은,"""좋은""的反义词是""",나쁜,189,3,4,4,19.125,14.5625,-4.5625,6.1875,-0.375,-6.5625,2.0
gemma-2-2b,0,desc,freq,zh,ko,de,es,malo,좋은,"""좋은""的反义词是""",나쁜,189,3,185,664,12.9375,8.75,-4.1875,0.0,-6.1875,-6.1875,2.0
gemma-2-2b,0,desc,freq,zh,ko,de,fr,mauvais,좋은,"""좋은""的反义词是""",나쁜,189,3,1087,79,10.0625,11.75,1.6875,-2.875,-3.1875,-0.3125,2.0
gemma-2-2b,0,desc,freq,zh,ko,de,ja,悪い,좋은,"""좋은""的反义词是""",나쁜,189,3,79,953,14.125,8.0625,-6.0625,1.1875,-6.875,-8.0625,2.0
gemma-2-2b,0,desc,freq,zh,ko,de,ko,나쁜,좋은,"""좋은""的反义词是""",나쁜,189,3,189,3,12.9375,14.9375,2.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,zh,ko,de,zh,坏,좋은,"""좋은""的反义词是""",나쁜,189,3,0,152,21.375,10.75,-10.625,8.4375,-4.1875,-12.625,2.0
gemma-2-2b,0,val,desc,zh,ko,de,de,schlecht,좋은,"""좋은""的反义词是""",나쁜,189,8,15939,22,5.03125,15.125,10.09375,-7.90625,-1.375,6.53125,2.0
gemma-2-2b,0,val,desc,zh,ko,de,en,bad,좋은,"""좋은""的反义词是""",나쁜,189,8,4,65,19.125,13.9375,-5.1875,6.1875,-2.5625,-8.75,2.0
gemma-2-2b,0,val,desc,zh,ko,de,es,malo,좋은,"""좋은""的反义词是""",나쁜,189,8,185,27621,12.9375,4.75,-8.1875,0.0,-11.75,-11.75,2.0
