model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
gemma-2-2b,0,desc,desc,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,131,18.75,18.75,0.0
gemma-2-2b,0,desc,val,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,210,18.75,16.625,-2.125
gemma-2-2b,0,desc,freq,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,51,18.75,17.75,-1.0
gemma-2-2b,0,val,desc,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,2,18.75,22.25,3.5
gemma-2-2b,0,val,val,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,204,18.75,19.125,0.375
gemma-2-2b,0,val,freq,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,6,18.75,20.625,1.875
gemma-2-2b,0,freq,desc,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,154,18.75,18.625,-0.125
gemma-2-2b,0,freq,val,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,147,18.75,17.0,-1.75
gemma-2-2b,0,freq,freq,es,de,gut,"Lo opuesto de ""gut"" es """,schlecht,131,138,18.75,18.75,0.0
gemma-2-2b,1,desc,desc,es,de,glücklich,"Lo opuesto de ""glücklich"" es """,unglücklich,1,8,19.5,19.625,0.125
gemma-2-2b,1,desc,val,es,de,glücklich,"Lo opuesto de ""glücklich"" es """,unglücklich,1,8,19.5,18.25,-1.25
gemma-2-2b,1,desc,freq,es,de,glücklich,"Lo opuesto de ""glücklich"" es """,unglücklich,1,9,19.5,17.25,-2.25
gemma-2-2b,1,val,desc,es,de,glücklich,"Lo opuesto de ""glücklich"" es """,unglücklich,1,7,19.5,19.125,-0.375
gemma-2-2b,1,val,val,es,de,glücklich,"Lo opuesto de ""glücklich"" es """,unglücklich,1,5,19.5,20.875,1.375
gemma-2-2b,1,val,freq,es,de,glücklich,"Lo opuesto de ""glücklich"" es """,unglücklich,1,20,19.5,16.875,-2.625
gemma-2-2b,1,freq,desc,es,de,glücklich,"Lo opuesto de ""glücklich"" es """,unglücklich,1,11,19.5,20.0,0.5
