model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,de,zh,de,de,schlecht,好,"Das Gegenteil von ""好"" ist """,坏,0,0,13,32,12.75,11.25,-1.5,-6.0,-8.0,-2.0,2.0
qwen3-4b,0,desc,desc,de,zh,de,en,bad,好,"Das Gegenteil von ""好"" ist """,坏,0,0,2,2,15.875,16.125,0.25,-2.875,-3.125,-0.25,2.0
qwen3-4b,0,desc,desc,de,zh,de,es,malo,好,"Das Gegenteil von ""好"" ist """,坏,0,0,108,129,9.4375,9.25,-0.1875,-9.3125,-10.0,-0.6875,2.0
qwen3-4b,0,desc,desc,de,zh,de,fr,mauvais,好,"Das Gegenteil von ""好"" ist """,坏,0,0,217,151,8.5625,9.0625,0.5,-10.1875,-10.1875,0.0,2.0
qwen3-4b,0,desc,desc,de,zh,de,ja,悪い,好,"Das Gegenteil von ""好"" ist """,坏,0,0,238,175,8.4375,8.875,0.4375,-10.3125,-10.375,-0.0625,2.0
qwen3-4b,0,desc,desc,de,zh,de,ko,나쁜,好,"Das Gegenteil von ""好"" ist """,坏,0,0,1801,1266,5.71875,6.1875,0.46875,-13.03125,-13.0625,-0.03125,2.0
qwen3-4b,0,desc,desc,de,zh,de,zh,坏,好,"Das Gegenteil von ""好"" ist """,坏,0,0,0,0,18.75,19.25,0.5,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,de,zh,de,de,schlecht,好,"Das Gegenteil von ""好"" ist """,坏,0,1,13,199,12.75,10.5,-2.25,-6.0,-4.625,1.375,2.0
qwen3-4b,0,desc,val,de,zh,de,en,bad,好,"Das Gegenteil von ""好"" ist """,坏,0,1,2,0,15.875,15.75,-0.125,-2.875,0.625,3.5,2.0
qwen3-4b,0,desc,val,de,zh,de,es,malo,好,"Das Gegenteil von ""好"" ist """,坏,0,1,108,100,9.4375,11.1875,1.75,-9.3125,-3.9375,5.375,2.0
qwen3-4b,0,desc,val,de,zh,de,fr,mauvais,好,"Das Gegenteil von ""好"" ist """,坏,0,1,217,442,8.5625,9.6875,1.125,-10.1875,-5.4375,4.75,2.0
qwen3-4b,0,desc,val,de,zh,de,ja,悪い,好,"Das Gegenteil von ""好"" ist """,坏,0,1,238,128,8.4375,11.0,2.5625,-10.3125,-4.125,6.1875,2.0
qwen3-4b,0,desc,val,de,zh,de,ko,나쁜,好,"Das Gegenteil von ""好"" ist """,坏,0,1,1801,37249,5.71875,4.6875,-1.03125,-13.03125,-10.4375,2.59375,2.0
qwen3-4b,0,desc,val,de,zh,de,zh,坏,好,"Das Gegenteil von ""好"" ist """,坏,0,1,0,1,18.75,15.125,-3.625,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,de,zh,de,de,schlecht,好,"Das Gegenteil von ""好"" ist """,坏,0,36,13,0,12.75,17.125,4.375,-6.0,5.875,11.875,2.0
qwen3-4b,0,desc,freq,de,zh,de,en,bad,好,"Das Gegenteil von ""好"" ist """,坏,0,36,2,3,15.875,14.375,-1.5,-2.875,3.125,6.0,2.0
qwen3-4b,0,desc,freq,de,zh,de,es,malo,好,"Das Gegenteil von ""好"" ist """,坏,0,36,108,48,9.4375,10.8125,1.375,-9.3125,-0.4375,8.875,2.0
qwen3-4b,0,desc,freq,de,zh,de,fr,mauvais,好,"Das Gegenteil von ""好"" ist """,坏,0,36,217,228,8.5625,8.5,-0.0625,-10.1875,-2.75,7.4375,2.0
qwen3-4b,0,desc,freq,de,zh,de,ja,悪い,好,"Das Gegenteil von ""好"" ist """,坏,0,36,238,335,8.4375,8.0625,-0.375,-10.3125,-3.1875,7.125,2.0
qwen3-4b,0,desc,freq,de,zh,de,ko,나쁜,好,"Das Gegenteil von ""好"" ist """,坏,0,36,1801,5194,5.71875,3.96875,-1.75,-13.03125,-7.28125,5.75,2.0
qwen3-4b,0,desc,freq,de,zh,de,zh,坏,好,"Das Gegenteil von ""好"" ist """,坏,0,36,0,36,18.75,11.25,-7.5,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,de,zh,de,de,schlecht,好,"Das Gegenteil von ""好"" ist """,坏,0,1,13,9,12.75,10.3125,-2.4375,-6.0,-6.1875,-0.1875,2.0
qwen3-4b,0,val,desc,de,zh,de,en,bad,好,"Das Gegenteil von ""好"" ist """,坏,0,1,2,4,15.875,12.6875,-3.1875,-2.875,-3.8125,-0.9375,2.0
qwen3-4b,0,val,desc,de,zh,de,es,malo,好,"Das Gegenteil von ""好"" ist """,坏,0,1,108,143,9.4375,6.0625,-3.375,-9.3125,-10.4375,-1.125,2.0
qwen3-4b,0,val,desc,de,zh,de,fr,mauvais,好,"Das Gegenteil von ""好"" ist """,坏,0,1,217,95,8.5625,6.65625,-1.90625,-10.1875,-9.84375,0.34375,2.0
qwen3-4b,0,val,desc,de,zh,de,ja,悪い,好,"Das Gegenteil von ""好"" ist """,坏,0,1,238,1165,8.4375,3.15625,-5.28125,-10.3125,-13.34375,-3.03125,2.0
qwen3-4b,0,val,desc,de,zh,de,ko,나쁜,好,"Das Gegenteil von ""好"" ist """,坏,0,1,1801,789,5.71875,3.6875,-2.03125,-13.03125,-12.8125,0.21875,2.0
qwen3-4b,0,val,desc,de,zh,de,zh,坏,好,"Das Gegenteil von ""好"" ist """,坏,0,1,0,1,18.75,16.5,-2.25,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,de,zh,de,de,schlecht,好,"Das Gegenteil von ""好"" ist """,坏,0,0,13,18,12.75,9.4375,-3.3125,-6.0,-7.9375,-1.9375,2.0
qwen3-4b,0,val,val,de,zh,de,en,bad,好,"Das Gegenteil von ""好"" ist """,坏,0,0,2,3,15.875,12.75,-3.125,-2.875,-4.625,-1.75,2.0
qwen3-4b,0,val,val,de,zh,de,es,malo,好,"Das Gegenteil von ""好"" ist """,坏,0,0,108,191,9.4375,5.71875,-3.71875,-9.3125,-11.65625,-2.34375,2.0
qwen3-4b,0,val,val,de,zh,de,fr,mauvais,好,"Das Gegenteil von ""好"" ist """,坏,0,0,217,87,8.5625,6.78125,-1.78125,-10.1875,-10.59375,-0.40625,2.0
qwen3-4b,0,val,val,de,zh,de,ja,悪い,好,"Das Gegenteil von ""好"" ist """,坏,0,0,238,959,8.4375,3.453125,-4.984375,-10.3125,-13.921875,-3.609375,2.0
qwen3-4b,0,val,val,de,zh,de,ko,나쁜,好,"Das Gegenteil von ""好"" ist """,坏,0,0,1801,682,5.71875,3.9375,-1.78125,-13.03125,-13.4375,-0.40625,2.0
qwen3-4b,0,val,val,de,zh,de,zh,坏,好,"Das Gegenteil von ""好"" ist """,坏,0,0,0,0,18.75,17.375,-1.375,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,de,zh,de,de,schlecht,好,"Das Gegenteil von ""好"" ist """,坏,0,219,13,0,12.75,17.625,4.875,-6.0,11.53125,17.53125,2.0
qwen3-4b,0,val,freq,de,zh,de,en,bad,好,"Das Gegenteil von ""好"" ist """,坏,0,219,2,8,15.875,11.4375,-4.4375,-2.875,5.34375,8.21875,2.0
qwen3-4b,0,val,freq,de,zh,de,es,malo,好,"Das Gegenteil von ""好"" ist """,坏,0,219,108,41,9.4375,8.5625,-0.875,-9.3125,2.46875,11.78125,2.0
qwen3-4b,0,val,freq,de,zh,de,fr,mauvais,好,"Das Gegenteil von ""好"" ist """,坏,0,219,217,386,8.5625,5.1875,-3.375,-10.1875,-0.90625,9.28125,2.0
qwen3-4b,0,val,freq,de,zh,de,ja,悪い,好,"Das Gegenteil von ""好"" ist """,坏,0,219,238,1324,8.4375,3.265625,-5.171875,-10.3125,-2.828125,7.484375,2.0
qwen3-4b,0,val,freq,de,zh,de,ko,나쁜,好,"Das Gegenteil von ""好"" ist """,坏,0,219,1801,3588,5.71875,1.703125,-4.015625,-13.03125,-4.390625,8.640625,2.0
