model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,1081,1081,6.78125,6.78125,0.0,-15.59375,-15.59375,0.0,2.0
qwen3-4b,0,desc,desc,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,22.375,22.375,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,10,13.9375,13.9375,0.0,-8.4375,-8.4375,0.0,2.0
qwen3-4b,0,desc,desc,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,53,53,11.0625,11.0625,0.0,-11.3125,-11.3125,0.0,2.0
qwen3-4b,0,desc,desc,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,0,54,54,11.0625,11.0625,0.0,-11.3125,-11.3125,0.0,2.0
qwen3-4b,0,desc,desc,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,0,2527,2527,5.375,5.375,0.0,-17.0,-17.0,0.0,2.0
qwen3-4b,0,desc,desc,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,0,43,43,11.3125,11.3125,0.0,-11.0625,-11.0625,0.0,2.0
qwen3-4b,0,desc,val,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,1081,600,6.78125,9.3125,2.53125,-15.59375,-9.8125,5.78125,2.0
qwen3-4b,0,desc,val,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,22.375,19.125,-3.25,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,val,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,24,13.9375,13.5,-0.4375,-8.4375,-5.625,2.8125,2.0
qwen3-4b,0,desc,val,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,53,191,11.0625,10.8125,-0.25,-11.3125,-8.3125,3.0,2.0
qwen3-4b,0,desc,val,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,0,54,117,11.0625,11.375,0.3125,-11.3125,-7.75,3.5625,2.0
qwen3-4b,0,desc,val,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,0,2527,24581,5.375,4.65625,-0.71875,-17.0,-14.46875,2.53125,2.0
qwen3-4b,0,desc,val,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,0,43,67,11.3125,12.0625,0.75,-11.0625,-7.0625,4.0,2.0
qwen3-4b,0,desc,freq,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,2,1081,0,6.78125,16.5,9.71875,-15.59375,0.25,15.84375,2.0
qwen3-4b,0,desc,freq,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,2,0,2,22.375,16.25,-6.125,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,freq,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,2,10,21,13.9375,11.8125,-2.125,-8.4375,-4.4375,4.0,2.0
qwen3-4b,0,desc,freq,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,2,53,140,11.0625,9.1875,-1.875,-11.3125,-7.0625,4.25,2.0
qwen3-4b,0,desc,freq,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,2,54,221,11.0625,8.5625,-2.5,-11.3125,-7.6875,3.625,2.0
qwen3-4b,0,desc,freq,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,2,2527,4670,5.375,4.09375,-1.28125,-17.0,-12.15625,4.84375,2.0
qwen3-4b,0,desc,freq,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,2,43,371,11.3125,7.84375,-3.46875,-11.0625,-8.40625,2.65625,2.0
qwen3-4b,0,val,desc,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,1081,1433,6.78125,3.484375,-3.296875,-15.59375,-16.140625,-0.546875,2.0
qwen3-4b,0,val,desc,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,22.375,19.625,-2.75,0.0,0.0,0.0,2.0
qwen3-4b,0,val,desc,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,2,13.9375,16.625,2.6875,-8.4375,-3.0,5.4375,2.0
qwen3-4b,0,val,desc,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,53,5,11.0625,13.3125,2.25,-11.3125,-6.3125,5.0,2.0
qwen3-4b,0,val,desc,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,0,54,389,11.0625,5.6875,-5.375,-11.3125,-13.9375,-2.625,2.0
qwen3-4b,0,val,desc,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,0,2527,2151,5.375,2.703125,-2.671875,-17.0,-16.921875,0.078125,2.0
qwen3-4b,0,val,desc,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,0,43,354,11.3125,5.8125,-5.5,-11.0625,-13.8125,-2.75,2.0
qwen3-4b,0,val,val,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,1081,1254,6.78125,3.8125,-2.96875,-15.59375,-16.1875,-0.59375,2.0
qwen3-4b,0,val,val,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,22.375,20.0,-2.375,0.0,0.0,0.0,2.0
qwen3-4b,0,val,val,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,2,13.9375,15.8125,1.875,-8.4375,-4.1875,4.25,2.0
qwen3-4b,0,val,val,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,53,7,11.0625,12.8125,1.75,-11.3125,-7.1875,4.125,2.0
qwen3-4b,0,val,val,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,0,54,343,11.0625,6.03125,-5.03125,-11.3125,-13.96875,-2.65625,2.0
qwen3-4b,0,val,val,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,0,2527,2174,5.375,2.75,-2.625,-17.0,-17.25,-0.25,2.0
qwen3-4b,0,val,val,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,0,43,257,11.3125,6.375,-4.9375,-11.0625,-13.625,-2.5625,2.0
qwen3-4b,0,val,freq,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,3,1081,0,6.78125,16.5,9.71875,-15.59375,3.6875,19.28125,2.0
qwen3-4b,0,val,freq,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,3,0,3,22.375,12.8125,-9.5625,0.0,0.0,0.0,2.0
qwen3-4b,0,val,freq,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,3,10,26,13.9375,9.5,-4.4375,-8.4375,-3.3125,5.125,2.0
qwen3-4b,0,val,freq,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,3,53,190,11.0625,6.46875,-4.59375,-11.3125,-6.34375,4.96875,2.0
qwen3-4b,0,val,freq,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,3,54,1748,11.0625,2.84375,-8.21875,-11.3125,-9.96875,1.34375,2.0
qwen3-4b,0,val,freq,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,3,2527,1926,5.375,2.671875,-2.703125,-17.0,-10.140625,6.859375,2.0
qwen3-4b,0,val,freq,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,3,43,1873,11.3125,2.71875,-8.59375,-11.0625,-10.09375,0.96875,2.0
qwen3-4b,0,freq,desc,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,1081,1075,6.78125,6.75,-0.03125,-15.59375,-15.625,-0.03125,2.0
qwen3-4b,0,freq,desc,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,22.375,22.375,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,desc,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,10,13.9375,13.875,-0.0625,-8.4375,-8.5,-0.0625,2.0
qwen3-4b,0,freq,desc,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,53,53,11.0625,11.0,-0.0625,-11.3125,-11.375,-0.0625,2.0
qwen3-4b,0,freq,desc,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,0,54,54,11.0625,11.0,-0.0625,-11.3125,-11.375,-0.0625,2.0
qwen3-4b,0,freq,desc,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,0,2527,2523,5.375,5.34375,-0.03125,-17.0,-17.03125,-0.03125,2.0
qwen3-4b,0,freq,desc,es,en,de,zh,坏,good,"Lo opuesto de ""good"" es """,bad,0,0,43,43,11.3125,11.3125,0.0,-11.0625,-11.0625,0.0,2.0
qwen3-4b,0,freq,val,es,en,de,de,schlecht,good,"Lo opuesto de ""good"" es """,bad,0,0,1081,2080,6.78125,8.1875,1.40625,-15.59375,-11.4375,4.15625,2.0
qwen3-4b,0,freq,val,es,en,de,en,bad,good,"Lo opuesto de ""good"" es """,bad,0,0,0,0,22.375,19.625,-2.75,0.0,0.0,0.0,2.0
qwen3-4b,0,freq,val,es,en,de,es,malo,good,"Lo opuesto de ""good"" es """,bad,0,0,10,22,13.9375,14.375,0.4375,-8.4375,-5.25,3.1875,2.0
qwen3-4b,0,freq,val,es,en,de,fr,mauvais,good,"Lo opuesto de ""good"" es """,bad,0,0,53,235,11.0625,11.0625,0.0,-11.3125,-8.5625,2.75,2.0
qwen3-4b,0,freq,val,es,en,de,ja,悪い,good,"Lo opuesto de ""good"" es """,bad,0,0,54,141,11.0625,11.8125,0.75,-11.3125,-7.8125,3.5,2.0
qwen3-4b,0,freq,val,es,en,de,ko,나쁜,good,"Lo opuesto de ""good"" es """,bad,0,0,2527,12042,5.375,6.03125,0.65625,-17.0,-13.59375,3.40625,2.0
