model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
gemma-2-2b,0,desc,desc,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,2,20.875,20.875,0.0
gemma-2-2b,0,desc,val,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,3,20.875,19.375,-1.5
gemma-2-2b,0,desc,freq,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,3,20.875,18.375,-2.5
gemma-2-2b,0,val,desc,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,0,20.875,21.875,1.0
gemma-2-2b,0,val,val,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,0,20.875,21.625,0.75
gemma-2-2b,0,val,freq,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,0,20.875,20.125,-0.75
gemma-2-2b,0,freq,desc,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,4,20.875,21.0,0.125
gemma-2-2b,0,freq,val,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,3,20.875,19.75,-1.125
gemma-2-2b,0,freq,freq,de,de,gut,"Das Gegenteil von ""gut"" ist """,schlecht,0,2,20.875,21.125,0.25
gemma-2-2b,1,desc,desc,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,5,19.625,21.0,1.375
gemma-2-2b,1,desc,val,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,5,19.625,19.75,0.125
gemma-2-2b,1,desc,freq,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,7,19.625,19.125,-0.5
gemma-2-2b,1,val,desc,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,5,19.625,19.5,-0.125
gemma-2-2b,1,val,val,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,3,19.625,21.625,2.0
gemma-2-2b,1,val,freq,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,21,19.625,17.875,-1.75
gemma-2-2b,1,freq,desc,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,7,19.625,21.5,1.875
gemma-2-2b,1,freq,val,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,6,19.625,20.0,0.375
gemma-2-2b,1,freq,freq,de,de,glücklich,"Das Gegenteil von ""glücklich"" ist """,unglücklich,1,7,19.625,21.375,1.75
gemma-2-2b,2,desc,desc,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,22.875,1.5
gemma-2-2b,2,desc,val,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,21.625,0.25
gemma-2-2b,2,desc,freq,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,18.625,-2.75
gemma-2-2b,2,val,desc,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,22.5,1.125
gemma-2-2b,2,val,val,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,23.5,2.125
gemma-2-2b,2,val,freq,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,19.75,-1.625
gemma-2-2b,2,freq,desc,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,22.75,1.375
gemma-2-2b,2,freq,val,de,de,groß,"Das Gegenteil von ""groß"" ist """,klein,0,0,21.375,22.375,1.0
