model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
qwen3-4b,0,desc,desc,fr,ko,de,de,schlecht,좋은,"Le contraire de ""좋은"" est """,나쁜,0,0,1533,1533,4.78125,4.78125,0.0,-11.21875,-11.21875,0.0,2.0
qwen3-4b,0,desc,desc,fr,ko,de,en,bad,좋은,"Le contraire de ""좋은"" est """,나쁜,0,0,88,88,8.8125,8.8125,0.0,-7.1875,-7.1875,0.0,2.0
qwen3-4b,0,desc,desc,fr,ko,de,es,malo,좋은,"Le contraire de ""좋은"" est """,나쁜,0,0,230,230,7.375,7.375,0.0,-8.625,-8.625,0.0,2.0
qwen3-4b,0,desc,desc,fr,ko,de,fr,mauvais,좋은,"Le contraire de ""좋은"" est """,나쁜,0,0,73,73,9.125,9.125,0.0,-6.875,-6.875,0.0,2.0
qwen3-4b,0,desc,desc,fr,ko,de,ja,悪い,좋은,"Le contraire de ""좋은"" est """,나쁜,0,0,58,58,9.4375,9.4375,0.0,-6.5625,-6.5625,0.0,2.0
qwen3-4b,0,desc,desc,fr,ko,de,ko,나쁜,좋은,"Le contraire de ""좋은"" est """,나쁜,0,0,0,0,16.0,16.0,0.0,0.0,0.0,0.0,2.0
qwen3-4b,0,desc,desc,fr,ko,de,zh,坏,좋은,"Le contraire de ""좋은"" est """,나쁜,0,0,107,107,8.6875,8.6875,0.0,-7.3125,-7.3125,0.0,2.0
qwen3-4b,0,desc,val,fr,ko,de,de,schlecht,좋은,"Le contraire de ""좋은"" est """,나쁜,0,284,1533,1145,4.78125,9.375,4.59375,-11.21875,-1.4375,9.78125,2.0
qwen3-4b,0,desc,val,fr,ko,de,en,bad,좋은,"Le contraire de ""좋은"" est """,나쁜,0,284,88,0,8.8125,16.5,7.6875,-7.1875,5.6875,12.875,2.0
qwen3-4b,0,desc,val,fr,ko,de,es,malo,좋은,"Le contraire de ""좋은"" est """,나쁜,0,284,230,92,7.375,11.875,4.5,-8.625,1.0625,9.6875,2.0
qwen3-4b,0,desc,val,fr,ko,de,fr,mauvais,좋은,"Le contraire de ""좋은"" est """,나쁜,0,284,73,366,9.125,10.5625,1.4375,-6.875,-0.25,6.625,2.0
